	Astro	Endo	Excitatory L2/3	Excitatory L4	Excitatory L5	Excitatory L6	Inhibitory Other	Inhibitory Pvalb	Inhibitory Sst	Inhibitory Vip	Micro	Neuron Other	Olig	Other	Smc
0	0.13905962277861864	0.022971844842221128	0.09730149607257436	0.1123797809035562	0.05358680359317211	0.025870894125134866	0.09972738191681355	0.05910464602501813	0.14492632738424513	0.11435672017477908	0.004436520021409041	0.04190622302436199	0.03593301601188961	0.032796106150599406	0.015642616975606795
1	0.20141214375636882	0.045097656569285646	0.06919528267839471	0.05334247815233306	0.0061403355719495635	0.08105841713891822	0.09442020247598534	0.05252484831618793	0.0903533490228905	0.08846837400371203	0.008590725884117063	0.024077010174392507	0.06796344108071749	0.07915490260201492	0.038200832572732255
2	0.1425174987751752	0.04158896576707576	0.09910447666047037	0.033846385410835865	0.027818354823391324	0.01822546824216945	0.17126651163975007	0.05496923686983904	0.02731763331004933	0.04158174601724634	0.009330200132177262	0.05800769020311698	0.14690642363788928	0.07921455044184526	0.04830485806896861
3	0.21342488743565158	0.04013481314167585	0.06744871901926587	0.06505023384902406	0.018856925766285657	0.052907726807181456	0.06569767173662074	0.07278618224816578	0.04735689111649032	0.05753754231058912	0.00826034478954048	0.05481466905084389	0.11910214151974353	0.07337789743769249	0.04324335377122897
4	0.07950741567936	0.03890043834321998	0.09673616201197216	0.05139046351861699	0.06854371708158107	0.17005890211111577	0.04787719443230225	0.044038120270069175	0.13175262343082192	0.08911707845877041	0.007125090789929015	0.049235359987579545	0.04180290898930723	0.05512263362806283	0.02879189126729169
5	0.08788062614182021	0.02148314844027798	0.07353646037311168	0.042133217507708265	0.11172154299510718	0.2589474058440878	0.01742434156497205	0.049311366902469386	0.08716590699003282	0.09511480371597648	0.005880540162564695	0.037111788718511445	0.03519688057882919	0.0351801645091832	0.04191180555534786
6	0.07279702296070514	0.03333219264155988	0.08638631464669896	0.056752122623751705	0.08005363245902544	0.2500896964933257	0.07347893745232366	0.04159760813806585	0.09483688094954737	0.07626253483133093	0.006008000647914483	0.021705264876358415	0.03184836678475779	0.04504747656759491	0.029803947927039567
7	0.09163884619829919	0.044800433552586824	0.04649649745035484	0.08333368157736155	0.09651223237952711	0.14718208075141756	0.051117408390414454	0.021994216695441632	0.09701381204080582	0.14190185898465743	0.00803836770360201	0.047927401090768505	0.03803874787082782	0.05099113592506919	0.03301327938886598
8	0.1065787247681525	0.01575861199116594	0.1175741333129095	0.0665999394174665	0.06288912739594256	0.1227303702049546	0.058181337608329615	0.14455877198801603	0.08759948387090366	0.049110805621449774	0.003873886130135139	0.049527186232794014	0.053825518671171566	0.047412227925081166	0.013779874861527283
9	0.1303314174310375	0.005658949279832963	0.032134953857680566	0.04452593085805044	0.2541688557786029	0.0798166592360451	0.049077954543027734	0.05472508912693901	0.08477183501960021	0.08883513339452935	0.0128611736901431	0.028944821655008505	0.0631169763489247	0.06152751642789314	0.009502733352684872
10	0.07350866469479118	0.027029760483111977	0.0803044585005186	0.09522240272340086	0.1347037573841036	0.10444017032563296	0.07256528290543093	0.09145898314844855	0.07062090010680226	0.11833127751838017	0.014853711245875676	0.04734617315158559	0.023878523835848566	0.0317443744370505	0.013991559539018287
11	0.0953737753076706	0.03696505166789675	0.06117499233339054	0.18791735732045664	0.08206306519236853	0.08342139775275818	0.03686443562678518	0.03909482892728042	0.10702087067684536	0.08091505720908955	0.006889012795640927	0.05937272539268317	0.03116133755397646	0.057053488104037826	0.034712604139119835
12	0.09112173178130763	0.01702198024433924	0.13642176002954426	0.21116302587429336	0.07154052006567961	0.04051052871629237	0.05558024820483161	0.055234244882078544	0.06895934316336079	0.09870131430196712	0.004000211882913413	0.042463314811551446	0.03160028045508636	0.06444047747404666	0.011241018112707587
13	0.06556859716036585	0.029376818636543255	0.15209247178869026	0.15666608746210053	0.0716994415682311	0.1025243524645455	0.0497263832908708	0.030332974747120704	0.09433317633694868	0.11677987610597053	0.005264059088910884	0.029760680433283383	0.020234346553560396	0.02670055003288133	0.04894018432997685
14	0.08470817560064159	0.03893514631459972	0.1853370986491372	0.12283200153211311	0.011306593547923906	0.06805166039569262	0.07073055478107301	0.039565971699258747	0.15291466068193366	0.05808962541452939	0.018902051378971857	0.05850886674361026	0.02830154076790809	0.04316068058135628	0.01865537191125057
15	0.095179195255924	0.05140504654755819	0.2702184538755575	0.06112096082456378	0.05006172007173324	0.05928647414578213	0.04183727172796256	0.0694684572798882	0.05174722718573892	0.07629870203748332	0.008673199956552077	0.03761079979536929	0.029705759525424657	0.04760954506879854	0.04977718670166349
16	0.12722312095586646	0.04115589929407408	0.1581676129251237	0.07933924088877163	0.026351189697073178	0.16053946304301703	0.05412995501878546	0.05466716158050368	0.06926959022565783	0.05842935844604456	0.007345410620816636	0.06326390015299257	0.03483856241333548	0.04286729586796628	0.022412238869971356
17	0.0880339651614399	0.03737149166362406	0.0943279301005625	0.07918626646627558	0.0415694362865318	0.1220544865464087	0.1448167168462141	0.028729894578368522	0.0940403472967674	0.11582538083834741	0.00658886676545815	0.06454707100567518	0.025884939141219872	0.03812505454360871	0.01889815275949816
18	0.13826218524383763	0.06364763438422028	0.01128919502014323	0.04287631370242441	0.008973324624696546	0.08372680869135811	0.019831832109764424	0.05005310629728934	0.058972738624293086	0.09416276096053114	0.1237853531747232	0.04886839245686402	0.04563949158811012	0.08573724202023468	0.12417362110150987
