"","cell_ID","Inhibitory Vip","Inhibitory Other","Inhibitory Sst","Inhibitory Pvalb","Endo","Other","Excitatory L6","Excitatory L2/3","Neuron Other","Excitatory L5","Excitatory L4","Olig","Astro","Micro","Smc"
"45","44",0,0,0,0.11510801012692,0,0,0.0590526502783329,0.496588416741561,0,0.139282018802808,0.095605591377687,0,0.0943633126726909,0,0
"46","45",0,0,0.282898751261018,0,0,0,0,0.495331090786199,0,0.106270147473416,0,0,0.115500010479367,0,0
"47","46",0.0446695700134646,0,0.0497016192959126,0.138895197414089,0,0,0,0.490124972981644,0,0.151257973901074,0,0,0.125350666393816,0,0
"48","47",0.0857229322749644,0,0,0.0955724549813095,0,0,0,0.498893036668067,0.140186504849409,0.123872996580789,0,0,0.0557520746454611,0,0
"49","48",0.0397251915689385,0,0,0.0773272692548148,0,0,0,0.317153309743363,0.0615911032619326,0.412975792194515,0.0349412850980908,0,0.0562860488783445,0,0
"50","49",0.0511852640794767,0,0,0.119507781447194,0,0,-2.20462357699803e-19,0.354819433694078,0.0799022157855503,0.14556420689061,0.183580036828998,0,0.0654410612740928,0,0
"51","50",0.0866352505537379,0,0,0.117724026244497,0,0,4.97677036261569e-19,0.357334469797409,0.0940477236325383,0.0723484196963893,0.217801005394032,0,0.0541091046813965,0,0
"52","51",0.0552788889299933,0.0610172954896952,0,0.102192903712783,0,0,0,0.623747101005262,0,0,0.0915614328351817,0,0.0662023780270841,0,0
"53","52",0,0,0,0.200024817299643,0,0,0,0.654929500991407,0.0698518758489197,0.0751938058600297,0,0,0,0,0
"54","53",0.132308231003472,0,0,0,0,0,0,0.694142170176715,0,0,0.173549598819813,0,0,0,0
"55","54",0.0700729053562918,0,0.20684252920297,0,0,0,0,0.590983710656384,0,0.0898378624744218,0,0,0.0422629923099323,0,0
"56","55",0.0812759643399965,0.283078334899929,0,0,0,0,0,0.378014060744999,-3.70839109944631e-20,0,0.0518174901855213,0,0.127723264589025,0.0780908852405288,0
"57","56",0.157930099446448,0,0,0,0.0669637777346131,0,0,0.390220022416441,0,0,0,0,0.327772227145743,0,0.0571138732567554
"58","57",0,0.0709007455608325,0,0.0359649161203122,0,0,0,0.616024793325568,0.0767507223177879,0.12448479014425,0,0.075874032531249,0,0,0
"59","58",0,0,0,0,0,0.292393966422186,0,0,0,0,0,0.277415022327342,0.368267875338741,0,0.0619231359117314
"60","59",0,0,0,0,0,0,0,0,0,0,0,0.623307286334043,0.221638158671856,0,0.155054554994101
"61","60",0,0,0,0,0,0.110396705726391,0,0,0,0,0,0.661471701369365,0.0744011110688009,0,0.153730481835443
"62","61",0.0399840812692311,0,0.0922078146984484,0.0631464494587358,0,0,0,0.378952936589108,0.0828748958502617,0.261030397286788,0,0.0818034248474266,0,0,0
"63","62",0,0,0,0.0461824355874669,0,0,0,0.61068071539111,0.121143681732548,0,0.146623179582839,0,0.0753699877060353,0,0
"64","63",0.0523528323263058,0,0,0.0921395320340096,0,0,0.258864566070057,0.543692034729995,0.0529510348396327,0,0,0,0,0,0
"65","64",0,0,0,0.000360931366718613,0,0,-7.09108449081625e-21,0.386133140659065,0.0896942949161287,0.452982754396902,0,0,0.0708288786611862,0,0
"66","65",0.0760898884482717,0,0,0.0668541394738996,0,0,0,0.395066666808596,0.0678563118196513,0.279017460235999,0,0.0633951597416402,0.0517203734719418,0,0
"67","66",0,0,0,0.0726007855099785,0,0,0,0.746521787049808,0,0.117599637488489,0,0,0.0632777899517243,0,0
"68","67",0.0917536306748531,0,0,0,0,0,0,0.510082890871341,0,0.167108941906935,0.231054536546871,0,0,0,0
"69","68",0,0,0,0,0,0,0,0.500966857799311,0.0967561515765797,0,0.318702970326276,0,0.0835740202978328,0,0
"70","69",0,0.0574491211073959,0,0,0,0,0,0.501977420423453,0,0.0960220837927947,0.288492995271468,0,0.0560583794048885,0,0
"71","70",0,0,0,0.088841001089031,0,0,0,0.492234590200465,0.0679902228225564,0.133764833605234,0.152635218418081,0,0.0645341338646332,0,0
"72","71",0.114371217229898,0,0,0,0,0,0,0.608884821888719,0.0783549936036075,0,0.125409103287315,0,0.0729798639904598,0,0
"73","72",0.0971390044643798,0,0,0.148649196223914,0,0,0.042519063347828,0.488317702316435,0.0595966169538809,0.0871883038191534,0,0,0.0765901128744099,0,0
"74","73",0.0594930365092731,0,0,0,0,0,0.0505605453042652,0.715570194024977,0.120281767406201,0,0,0,0.0540944567552841,0,0
"75","74",0.0623866268983476,0.0820177619725744,0,0.153998725595777,0,0,0,0.33450935150479,0.0480055004325092,0.0999524444204402,0,0,0.110012248439282,0.109117340736279,0
"76","75",0.250291859733413,0,0,0,0,0,0,0.233284727596204,0,0.253220190182324,0,0,0.26320322248806,0,0
"77","76",0,0.104721389636694,0,0.129106221033493,0,0,0,0.34103767304674,0,0.412396993999314,0.0127377222837591,0,0,0,0
"78","77",0.113531585182428,0,0.0608542735083892,0.0644534697661273,0,0,6.3518861965309e-20,0.303328527916185,0.120392774124612,0.12125617490517,0,0.060920127234067,0.155263067363021,0,0
"79","78",0,0,0,0,0,0.180767898245087,0,0,0,0,0,0.494158566816629,0.211465284798443,0,0.113608250139842
"80","79",0,0,0,0,0,0.154604393913137,0,0,0,0,0,0.501786292499482,0.225306235024502,0,0.118303078562879
"81","80",0,0,0,0.0934277258504176,0,0,0.0416678226316859,0.497090721639244,0.12360974838205,0.186371008377659,0,0,0.0578329731189442,0,0
"82","81",0.0246696919538088,0,0.0021709188398286,0.139828340491989,0,0,0.209721890295729,0.44354898252081,0.128660108504464,0,0,0,0.0514000673933708,0,0
"83","82",0.1139005265428,0,0,0.151403483026471,0,0,0,0.399749308453084,0.0617293918925698,0.18236569826002,0,0,0.0908515918250547,0,0
"84","83",0.057531539334666,0,0.0806431547639167,0.18669494937243,0,0,0,0.415401796654649,0.0625909808751321,0.1235732474818,0,0,0.0735643315174067,0,0
"85","84",0,0,1.71731453558783e-07,0.267385329213021,0,0,0,0.460742437394936,0,0.180240813118429,0,0,0.0916312485421601,0,0
"86","85",0.00599681404054369,0,0.00377255072619987,0.192970234364497,0,0,0,0.354422910594622,0.100419145412395,0.213124094841452,0.0346082235666521,0,0.0946860264536391,0,0
"87","86",0,0.0981217293513932,0.112311125948517,0.0511250225793135,0,0,0,0.355054404053071,0,0.172492550305389,0.148686414849833,0,0.0622087529124841,0,0
"88","87",0,0.0826975641352877,0,0,0,0,0,0.457235477555092,0,0.141191156357483,0.237655084819255,0,0.0812207171328823,0,0
"89","88",0,0,0,0,0,0,0.02572031958214,0.445413848396274,0.16671393916919,0,0.302313561818258,0,0.0598383310341382,0,0
"90","89",0.082266943207436,0,0,0.0667902789426517,0,0,0.0932070188525609,0.513902567368241,0.040444834547285,0,0.152142319412946,0,0.0512460376688799,0,0
"91","90",0.084358801417383,0,0,0,0,0,0.0531681751808583,0.525829368465343,0.126539292885893,0.142643971275649,0,0,0.0674603907748736,0,0
"92","91",0.0420382268599087,0.0805621043461068,0,0,0,0,0,0.311152082440249,0.254433129932775,0,0.193130313388913,0,0.0610186852841085,0.0576654577479397,0
"93","92",0.0716106920267244,0,0,0.0650021104689756,0,0,0,0.487880609858658,0.0974755774912598,0.0888616453328393,0.10612298659349,0,0.0830463782280527,0,0
"94","93",0,0,0,0,0,0,0,0.648107422944552,0,0,0,0,0.231300534091714,0.120592042963734,0
"95","94",0,0,0,0,0,0,0,0,0,0,0,0.472568348407557,0.301910305041574,0,0.225521346550869
"96","95",0.079012822621132,0.141556917868529,0,0.0297881649398063,0,0,0.000300870280462601,0.337784879543585,0,0.287059967099304,0,0.0687213604244404,0.0557750172227414,0,0
"97","96",0,0,0,0,0,0.22736086764501,0,0,0,0,0,0.433309516433427,0.255865446759883,0,0.0834641691616797
"98","97",0,0,0,0,0,0.15210358803003,0,0,0,0,0,0.50298450665836,0.293412294863754,0,0.0514996104478554
"99","98",0,0,0,0,0,0.152206559318755,0,0,0,0,0,0.502817387281135,0.214062585814835,0,0.130913467585274
"100","99",0,0,0,0,0,0,0.0513660273530842,0.60879894358764,0.157863708757762,0.105819501535094,0,0.0761518187664204,0,0,0
"101","100",0,0,0,0.175679418284389,0,0,0.188728347083146,0.555669907489443,0,0,0,0,0.0799223271430209,0,0
"102","101",0,0,0,0.125968900712919,0,0,0,0.518162368245944,0.116425718483599,0.142568868883588,0.0968741436739497,0,0,0,0
"103","102",0.0687414085108095,0.0976219131922379,0.188987848268775,0,0,0,0,0.330563182436929,0.0742391388413178,0.150637568658576,0.00191748050230799,0,0.0872914595890477,0,0
"104","103",0.0776317437096314,0,0,0.0938421169577536,0,0,9.06295396780035e-06,0.396441564747542,0.110792399304277,0.241987390332041,0,0,0.0792957219947875,0,0
"105","104",0,0.0766875621827964,0,0.167598574771542,0,0,0,0.552828246451601,0,0.128928567181054,0,0,0.0739570494130067,0,0
"106","105",0.081641796472119,0,0,0.0736970363575056,0,0,0.0398073225612657,0.422830591150977,0.0874621992111482,0,0.221904688177184,0,0.0726563660698002,0,0
"107","106",0,0.0713459353735048,0,0.117666709001519,0,0,0,0.404387553256583,0,0.15549828565495,0.180080911158226,0,0.0710206055552179,0,0
"108","107",0,0,0.158325421228833,0.051704140009373,0,0,0,0.523624834742677,0,0,0.208530336130007,0,0.0578152678891093,0,0
"109","108",0.0511417564124592,0,0,0.0727815014797241,0,0,0,0.467142679241922,0.134850093045742,0.113272681007418,0.0780359381299396,0,0.0827753506827962,0,0
"110","109",0,0,0,0.0942418109125907,0,0,0,0.527279711330949,0.115927723874544,0,0.200439579955335,0,0.0621111739265806,0,0
"111","110",0.105104076073973,0.131420694498403,0,0,0,0,0,0.427986372244462,0.068889300331467,0.133600067642617,0.132999489209078,0,0,0,0
"112","111",0.0691191895930827,0.0710407014911769,0,0,0,0,0.0555725621749632,0.503842906873271,0.103705228051459,0,0.133048910671094,0,0.0636705011449532,0,0
"113","112",0.207189726037089,0,0,0,0.0469430280424281,0,0,0.389633076480388,0,0.103558384644207,0,0,0.190828949019957,0,0.0618468357759319
"114","113",0,0,0,0.245633119132026,0,0,0,0.530989707871971,0,0.132089352766957,0,0,0.0912878202290454,0,0
"115","114",0.0197473493561999,0,0.0987528369817214,0.0802259785822005,0,0,0,0.261978221504151,0,0.13802842067986,0,0.191762621716617,0.209504571179251,0,0
"116","115",0,0,0,0,0,0.0885350569856062,0,0,0,0,0,0.632712895677179,0.159190207433465,0,0.11956183990375
"117","116",0,0,0,0.0754032389835735,0,0,0,0.67104942378334,0.0595916846950614,0.0465839850238648,0,0.147371667514161,0,0,0
"118","117",0,0,0,0.0365827532124624,0,0,0.128185557761957,0.549473274705182,0.139482603638564,0,0.146275810681834,0,0,0,0
"119","118",0,0,0,0.0540437699213794,0,0,0.218867903315639,0.437664702368326,0.104653530868514,0,0.119865925861052,0,0.0649041676650895,0,0
"120","119",0,0,0.210100555908483,0,0,0,0.117841210143139,0.42863214903387,0.0785425655715781,0.0673766467122787,0.0386623993788646,0,0.0588444732517863,0,0
"121","120",0.0477857577763668,0,0.116488538023972,0.0808609161764607,0,0,0,0.354852432219606,0.0775400658559949,0.169338595059655,0,0.0842237521577071,0.0689099427302371,0,0
"122","121",0,0.0844808230843324,0,0.199048836468241,0,0,0,0.59461164166821,0,0.121858698779217,0,0,0,0,0
"123","122",0,0.0313403170915109,0.156220728728468,0,0,0,0,0.391215231997394,0,0.196690825336885,0.156346165925097,0,0.068186730920646,0,0
"124","123",0,0.0846714637887867,0,0.0461288254623692,0,0,0,0.376613985181055,0.0725873426366215,0.0838211153683899,0.248030626115202,0,0.0881466414475754,0,0
"125","124",0,0,0.282767093005506,0,0,0,0,0.339794950933404,0,0.176523663912781,0.114504247277937,0,0.0864100448703727,0,0
"126","125",0,0,0,0.0739397334401809,0,0,0.000566640811650374,0.625712937491733,0,0.16883993175696,0.0675770538850757,0,0.0633637026144007,0,0
"127","126",0.040429334656354,0.0404801019319796,0,0.13849681744399,0,0,0,0.594203638239846,0.0908774477055171,0,0.0450915510885257,0,0.0504211089337874,0,0
"128","127",0,0.133226090015562,0,0.120461680923408,0,0,0,0.459591743027266,0.0893518013282809,0.131607892561672,0,0,0.0657607921438115,0,0
"129","128",0.0674651873399812,0.0658708242646233,0.0903470630678494,0,0,0,0,0.427151635663759,0.134197439587767,0,0.112966998967223,0,0.102000851108797,0,0
"130","129",0.0713369572732922,0.0719321009412324,0,0,0,0,0,0.484467475282196,0.102850056498991,0,0.155364854575457,0,0.0553495213600554,0.0586990340687765,0
"131","130",0.00126922798081442,0,0,0,0,0,0,0.983471589895657,0,0,0,0,0.0150218221418921,0.000237359981636877,0
"132","131",0,0.50887360969101,0,0.065274780433413,0,0,0,0.339372033191006,0.000207833036335226,0,0.0382341402187092,0,0.0480376034295269,0,0
"133","132",0.107569461942337,0.0688242410788012,0.205664082338543,0.0552337821270897,0,0,0,0.381230804524961,0.0236391999275236,0.0718177874132918,0,0,0.0860206406474522,0,0
"134","133",0.0645929784842262,0.144190413437655,0.215246759588492,0,0,0,0,0.331115361936427,0.0166029700413302,0,0,0.146114685185913,0.0821368313259568,0,0
"135","134",0,0,0,0,0,0,0,0,0,0,0,0.84220700917463,0.0788225426073223,0,0.078970448218048
"136","135",0.0773325713098439,0,0,0,0,0,0.090211082332437,0.431328894373289,0.13289199381098,0.0842826042120558,0,0.0941148233013056,0.089838030660088,0,0
"137","136",0,0,0,0.102391627516859,0,0,0.147569132520549,0.593169061197879,0.104891864328269,0,0,0,0.0519783144364435,0,0
"138","137",0,0,2.47834127499555e-07,0.138194970198985,0,0,6.61937875833053e-19,0.605811298257808,0.0671958506659457,0.130080375549091,0,0,0.0587172574940438,0,0
"139","138",0,0,0,0.0454401887923462,0,0,5.72210749412872e-05,0.579015361914658,0,0.292648225524438,0,0,0.0828390026936167,0,0
"140","139",0,0,0,0.177167872631422,0,0,1.92687050791814e-18,0.689777286715857,0,0.0673940288584135,0,0,0.0656608117943078,0,0
"141","140",0,0,0,0.129985043273404,0,0,0,0.677298236471941,0,0.192716720254655,0,0,0,0,0
"142","141",0,0.136359901319006,0,0,0,0,0,0.398381243392336,0.079652835641495,0.242163439782103,0.0730640971674587,0,0.0703784826976015,0,0
"143","142",0,0,0,0,0,0,0,0.416418514940871,0.115907241790618,0.198752993332648,0.173646379807433,0,0.0952748701284301,0,0
"144","143",0.0706271363793527,0,0,0,0,0,-4.8210693430736e-18,0.558720999057002,0,0,0.293554243199828,0,0.0770976213638171,0,0
"145","144",0.0599322799708787,0,0,0.113032695218634,0,0,0,0.519953949809639,0,0.092839906965252,0.121334001879492,0,0.0929071661561046,0,0
"146","145",0.0788697005565508,0,0,0,0,0,0,0.649189723256615,0.0698591404909054,0.0998672284386556,0.0256656782352145,0,0.0765485290220586,0,0
"147","146",0.116823467634845,0.0442276586244311,0,0.0733766284606733,0,0,0,0.49947839555426,0,0.111845894466281,0.0693970457957466,0,0.0848509094637627,0,0
"148","147",0.123335358045937,0,0,0,0,0,0,0.477260546146918,0.0576871217101736,0.145947548077516,0.0977196694726077,0,0.0980497565468487,0,0
"149","148",0.201277711082087,0,0,0.10167587167259,0.0261818698495404,0,1.79106498879061e-20,0.603673671525105,0,0,0,0,0.0671908758706778,0,0
"150","149",0.340402039338201,0,0,0,0,0,0,0.367077804297517,0,0,0,0,0.136145762726304,0,0.156374393637977
"151","150",0.193627034770988,0,0,0,0,0.0979332469644686,0,0.389560180471531,0,0.0966220868504232,0,0,0.22225745094259,0,0
"152","151",0,0,0,0,0,0.193700871649148,0,0,0,0,0,0.378028140601021,0.347564203969238,0,0.0807067837805934
"153","152",0,0,0,0,0,0.119154675600288,0,0,0,0,0,0.524299503969625,0.294112880070622,0,0.0624329403594649
"154","153",0,0,0,0,0,0,0,0,0,0,0,0.779492340519771,0.0930397369152764,0,0.127467922564952
"155","154",0.016748334919126,0,0,0.0597963521020575,0,0,0.165524900816348,0.534332128452256,0.0436809887016295,0.0651672437237995,0,0.114750051284784,0,0,0
"156","155",0.0588917887752687,0,0.0729540635798216,0.0926442237241991,0,0,0.0461897395324128,0.455856116669003,0.0736635487737459,0.132238637339634,0.0675618816059142,0,0,0,0
"157","156",0,0,0,0.0119154480339661,0,0,0.203240825969895,0.57949269594437,0.051100032936744,0.154250997115026,0,0,0,0,0
"158","157",0,0.0973989827201572,0,0.135065975470839,0,0,0,0.454453240189157,0,0.0914054698848335,0.144837649444798,0,0.0768386822902144,0,0
"159","158",0.0512943352519173,0.0709434858136159,0,0.0824069392049052,0,0,0,0.372458613716047,0.066841119396954,0.213941449357036,0,0,0.142114057259526,0,0
"160","159",0,0,0.187355296994725,0.0470591011307158,0,0,0,0.355354509963523,0.0787527254145406,0.171077801270817,0.0912967586541414,0,0.0691038065715376,0,0
"161","160",0,0,0.297529992717556,0.0261065406896431,0,0,0,0.531218064314284,0,0.0838466614634643,0,0,0.061298740815053,0,0
"162","161",0,0,0,0,0,0,0.000550199745779522,0.550677741522808,0,0.236963795339325,0.110323403743387,0,0.101484859648701,0,0
"163","162",0,0,0,0.0805958878068436,0,0,0,0.449856114366377,0,0.171496267763551,0.211453548104965,0,0.0865981819582628,0,0
"164","163",0,0,0,0.0957376915108945,0,0,3.16820617207979e-19,0.511359575836539,0.0884056599503635,0.0884199502005198,0.1390942687888,0,0.0769828537128838,0,0
"165","164",0,0,0,0,0,0,0,0.576496186678267,0.0430754573801883,0.138188388765664,0.145405662204399,0,0.0968343049714813,0,0
"166","165",0,0,0,0.091352307154105,0,0,0,0.537166454892287,0.183456744155064,0.058123572229587,0.0685744036981295,0,0.061326517870828,0,0
"167","166",0.111089358498986,0,0,0.126220206051003,0,0,-2.84462675296595e-20,0.505217286451904,0.0833411346770603,0,0.123886866403151,0,0.050245147917896,0,0
"168","167",0.109593601817117,0,0,0.0742097410649708,0,0,0.0795205647981743,0.584663184228428,0.0892465093780645,0,0,0,0.0627663987132453,0,0
"169","168",0.13442244046919,0.140545961180512,0,0,0,0,0,0.202862416332108,0.125838237771279,0.0865496271121652,0.121251227965989,0,0.0936676881774526,0.0948624009913047,0
"170","169",0.182515297707641,0,0,0,0,0.0826829605704704,0,0.377216911415253,0,0.152939021873299,0,0,0.135219928052995,0.069425880380341,0
"171","170",0,0,0,0,0,0.100420969778072,0,0,0,0,0,0.451566044078571,0.364572857521428,0,0.0834401286219287
"172","171",0,0,0,0,0,0,0,0,0,0,0,0.72323253165411,0.186283552386098,0,0.0904839159597924
"173","172",0,0,0,0,0,0.0671977519419758,0,0,0,0,0,0.65251005134935,0.119685844155062,0,0.160606352553613
"174","173",0,0,0,0.046496088668431,0,0,0.0723796620187245,0.49155907815426,0.130393605682289,0.0794096114100662,0.108208752312153,0.0715532017540771,0,0,0
"175","174",0,0,0,0,0,0,0.102496526289676,0.473884663124985,0.14532302823183,0.181448413322578,0.045705918112333,0,0.0511414509185987,0,0
"176","175",0.115719554648663,0,0,0.0455200499619316,0,0,0.0596879706143919,0.590943374448808,0.0967726402868981,0,0,0,0.0913564100393075,0,0
"177","176",0,0,0,0.252069579018809,0,0,0,0.472041973997464,0.109666021205372,0.11116602236902,0,0,0.0550564034093347,0,0
"178","177",0,0.00727525135730517,0,0.0330699286963215,0,0,0,0.868448845951834,0,0.0555127273966264,0,0,0.0356932465979128,0,0
"179","178",0.0187487126195264,0,0.147491364844255,0.0552713131493686,0,0,0,0.597315645037037,0,0.126687051365674,0,0,0.054485912984138,0,0
"180","179",0,0.1094857178289,0.16615806895672,0.0646018426713907,0,0,0,0.484655305203485,0,0.132723767163155,0.04237529817635,0,0,0,0
"181","180",0.0659254702718359,0,0,0,0,0,0.133784850891479,0.414882485000499,0.029360829021757,0,0.264272844087709,0,0.0917735207267202,0,0
"182","181",0.0597016114002185,0,0,0,0,0,0.0180041065055904,0.414690998751502,0.0869303189438565,0.0960819458124802,0.235947032185499,0,0.0886439864008532,0,0
"183","182",0,0,0,0,0,0,-1.32509825640662e-18,0.579656035348372,0.180578571066745,0.146467663416809,0.0932977301680744,0,0,0,0
"184","183",0.0325005033414701,0.067927057490314,0,0.0711705530404229,0,0,0,0.614795447534504,0.0611157170581777,0,0.152490721535111,0,0,0,0
"185","184",0,0.261817583859756,0,0.177585631128856,0,0,0,0.350597189895209,0,0,0.152284668135092,0,0.0577149269810864,0,0
"186","185",0.0531093222340767,0,0,0,0,0,0,0.651948356984021,0.221744026066633,0,0,0,0.0731982947152693,0,0
"187","186",0.300826534798172,0,0,0,0,0,0,0.463021023254338,0,0,0,0,0.0475100748976076,0.142154791172324,0.0464875758775592
"188","187",0.319342768662937,0,0,0,0,0,0,0.406801555704267,0,0,0,0,0.273855675632796,0,0
"189","188",0.106473444908236,0,0,0,0,0.179789784877446,0,0.483931571038077,0,0,0,0,0.109115722444167,0,0.120689476732073
