,Astro,CR,Endo,ExcitatoryL2and3,ExcitatoryL4,ExcitatoryL5and6,Inhibitory,Micro,Olig,Peri,Smc,VLMC
0,0.10692378977918354,0.06492670753352127,0.1687197373843246,0.04046106259890973,0.04111833385077546,0.04106191969036868,0.045316479601567615,0.09314522557307109,0.07588166525006208,0.11273941522815081,0.1009588267562164,0.10874683675384873
1,0.09882830089200471,0.0750161064363032,0.1084342647898165,0.0757577375514195,0.0733192933170172,0.07556877571512938,0.09341913183651175,0.06319946181652994,0.07345185589886577,0.08068440828805137,0.08760929260920307,0.09471137084914769
2,0.1360006428458482,0.06639149817294869,0.09410193737620322,0.059543079266445274,0.05499046312859003,0.058386065206144665,0.06471493745758364,0.09104203433055137,0.0856293817104307,0.09539880487220175,0.09579890116461395,0.09800225446843862
3,0.11357857974129984,0.08085903982920235,0.06996919338261025,0.08189438330469163,0.07578104971237888,0.08082676672060606,0.1033363666255439,0.09142310665458565,0.07788071389249344,0.06859134008962742,0.07464212216540138,0.08121733788155935
4,0.05810157260035887,0.07415189422091643,0.0695929827134379,0.1310268674760625,0.12369444815805022,0.11776982060739037,0.10332335042494596,0.06028237936954747,0.06448397283270653,0.06403420816458501,0.07054832018706438,0.0629901832449343
5,0.08049518337731205,0.07943476984986207,0.07041158537906257,0.11554031423424722,0.10866958599704005,0.10719540524204454,0.11393625532477455,0.06169650289425528,0.06762781680865854,0.05884031020623074,0.06530380225584292,0.07084846843066943
6,0.06288596483235617,0.08085629014030547,0.05645710287551322,0.14208310225270968,0.123424173487482,0.12599777956224698,0.11408134684956901,0.04662273857962839,0.0708872373924382,0.054864955914522805,0.06200610348058054,0.05983320463264759
7,0.05166861957971431,0.07442609781805111,0.04286045553185153,0.1633082437043744,0.1395895867092057,0.1477551118717397,0.13621368849179985,0.04194608362307024,0.05802677115588867,0.04149358325764641,0.054285744151934545,0.04842601410472357
8,0.04874106928913377,0.0762111223553535,0.036238804381219195,0.17279377308076235,0.15133453917703252,0.15512236547157765,0.13171817277710052,0.04244058946291234,0.05250936494158328,0.03863535227237426,0.05069433798179371,0.04356050880915694
9,0.050035424813832156,0.07377085053514125,0.048478236851082684,0.1621293896241626,0.14399827515681687,0.14476976596947433,0.12507302991529792,0.04723778147071156,0.05423355860724945,0.044285536836206514,0.05565708121332961,0.0503310690066951
