,Astro,CR,Endo,ExcitatoryL2and3,ExcitatoryL4,ExcitatoryL5and6,Inhibitory,Micro,Olig,Peri,Smc,VLMC
0,0.03281821632662182,0.0,0.031901949309288816,0.0,0.008497920617506153,0.2748897592527841,0.49299255536442615,0.0,0.15889959912937307,0.0,0.0,0.0
1,0.15951946975072306,0.0,0.5555045701547373,0.0,0.014112943019173605,0.07453597570010342,0.18136432250918808,0.006034091455731862,0.008928627410342633,0.0,0.0,0.0
2,0.772449492710945,0.0,0.047046568394877995,0.00372192859485105,0.0,0.00158363493062454,0.0297276691964337,0.00621858062258172,0.13925212554968602,0.0,0.0,0.0
3,0.2200327561125281,0.0,0.10053320804614403,0.06476061925144332,0.011237751233542502,0.08442111077607041,0.44996688658480716,0.06904766799546451,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0070576143751472685,0.05397968955030249,0.051905972424725284,0.232856940307796,0.5080573235082749,0.0,0.14614245983375398,0.0,0.0,0.0
5,0.055995222437222325,0.0,0.0,0.06111015388580173,0.10008173161242905,0.10304897363626603,0.5650360150773341,0.0020502883666227508,0.11267761498432405,0.0,0.0,0.0
6,0.04104364270149801,0.0,0.08441431058166943,0.10166965267760703,0.007950647579657294,0.09867741484140102,0.4242089570807452,0.0,0.24203537453742208,0.0,0.0,0.0
7,0.0,0.0,0.07278786331414878,0.11870480805426596,0.0004003914401819239,0.021078446406317498,0.7822714359641798,0.0047570548209060195,0.0,0.0,0.0,0.0
8,0.007859967631231528,0.0,0.0,0.7483840296611768,0.004687418629148559,0.12408287215800898,0.09109453893337818,0.005905921226531348,0.017985251760524696,0.0,0.0,0.0
9,0.0,0.0,0.0,0.717890068500744,0.00290960686909099,0.0926372743989589,0.176580279008047,0.0,0.00998277122315924,0.0,0.0,0.0
10,0.0,0.0,0.0,0.7851347562934162,0.010016652103319106,0.05648744896840273,0.06344834821890333,0.0,0.08491279441595864,0.0,0.0,0.0
11,0.0,0.0,0.0,0.7828151390364237,0.007899513494093168,0.10011123556768697,0.03785337538678709,0.0,0.07132073651500899,0.0,0.0,0.0
12,0.0,0.0,0.0,0.8820997068802022,0.011684694586106503,0.08272854232580251,0.023487056207888806,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.6803260986226385,0.017055960869065086,0.10999452239762392,0.16053455066732986,0.0,0.03208886744334277,0.0,0.0,0.0
14,0.016207332746796102,0.0,0.0,0.26243709327317405,0.004819226814104241,0.042886057292515906,0.5762698140817041,0.004247209384507891,0.09313326640719792,0.0,0.0,0.0
15,0.0,0.0,0.0,0.8472110130647234,0.0004568249596683032,0.07608276957961933,0.005916969985965672,0.0,0.07033242241002342,0.0,0.0,0.0
16,0.09609053682655944,0.0,0.03107555196711178,0.008488672467529436,0.38045163449723374,0.2809833201153888,0.19341340557111483,0.009496878555061913,0.0,0.0,0.0,0.0
17,0.02438684688978131,0.0,0.0,0.09462051893661734,0.30521620280824113,0.031058205371091312,0.48318492037030725,0.0,0.061533305623961726,0.0,0.0,0.0
18,0.0,0.0,0.09450893716152106,0.05321953266524008,0.6723615407161186,0.03169658114226929,0.14821340831485091,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.020678690609184817,0.0,0.39513511083108327,0.2652037909814192,0.22495983278151918,0.0,0.09402257479679349,0.0,0.0,0.0
20,0.0,0.0,0.08303860824254569,0.05460908681104228,0.30904475397323194,0.21143708339601597,0.341870467577164,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0119611728280016,0.7070535266290219,0.196735660129168,0.0167609477741056,0.0,0.067488692639703,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0027903122962836995,0.6169591008142048,0.25606289300943796,0.013465338083275897,0.0007886698443207138,0.10993368595247696,0.0,0.0,0.0
23,0.9148569724268434,0.0,0.0,0.0,0.04126191631822822,0.03134227024147412,0.007260300492925243,0.0005194967073956352,0.004759043813133422,0.0,0.0,0.0
24,0.06032591899309286,0.0,0.0,0.07122125694064496,0.3905089390713737,0.2999673286130068,0.07824174890657845,0.0,0.09973480747530324,0.0,0.0,0.0
25,0.16828861873408488,0.0,0.0,0.013468495648485892,0.05758701648110546,0.10727902260352795,0.6493898081032625,0.0039870384295332875,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.05463326119178369,0.5177911479305759,0.29653053342111296,0.04201009054696649,0.0,0.08903496690956109,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.5524513727248201,0.10876799999218204,0.2600083148810851,0.0027859977119879314,0.07598631468992473,0.0,0.0,0.0
28,0.0,0.0,0.0,0.14418794938572205,0.0002790345687762061,0.12870619614291204,0.6508914900024863,0.0,0.07593532990010343,0.0,0.0,0.0
29,0.08611668887870812,0.0,0.0,0.0011096215710124002,0.010190390856910802,0.07526904614398912,0.6639360040356301,0.006754910065244462,0.15662333844850504,0.0,0.0,0.0
30,0.0,0.0,0.23754653459687664,0.0022813711510003267,0.11259913451668582,0.18103916048230173,0.4643234612295213,0.0,0.0022103380236143267,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0105169746869985,0.007426156692776309,0.0587858465513669,0.7929440622393492,0.0,0.130326959829509,0.0,0.0,0.0
32,0.0,0.0,0.051265607913509814,0.13186440507534605,0.036130145418370216,0.5514648177840572,0.2171072518337881,0.0,0.012167771974928703,0.0,0.0,0.0
