,Astro,Endo,ExcitatoryL2and3,ExcitatoryL4,ExcitatoryL5,ExcitatoryL6,Micro,Olig,OtherEndo,OtherExcitatory,OtherInhibitory,Pvalb,Smc,Sst,VLMC,Vip
0,0.041786013571482455,0.0005517028832763314,0.07030827128604365,0.12136093915793923,0.1352250614907058,0.17754563798854808,0.0027566836026369002,0.0004136565539619733,1.4155485752435501e-07,0.0007357985664412909,0.1322517624548719,0.08329445655683543,0.00208985220332417,0.1556811932032929,0.0017402292916803117,0.07425859963410215
1,0.0348303109395379,0.0034228244438376993,0.030483556301421574,0.11646417183894874,0.13984950600254423,0.15374089122741794,0.0018349852542177414,0.008292247891658312,3.999631560591103e-07,0.003827605018068906,0.08203362600563945,0.09683761268068077,0.004663045740093493,0.18191807277360247,0.0030174390322864073,0.13878370488688838
2,0.021098389912295727,0.0030059123476727087,0.06399934987439118,0.08565443009130867,0.10766509583044837,0.16266256336455925,0.003818566104611592,0.029548601600856338,8.154433250117637e-07,0.0021515624198923857,0.15814086989285095,0.11972323308087068,0.006703686931194916,0.168444223806316,0.006557592514414536,0.060825106784991666
3,0.03046785732204017,0.005362228612116018,0.09294408067384019,0.09564999613155745,0.08558733913125577,0.1958554699719871,0.00029847564560145086,0.011129089175022673,0.002898820058246536,0.000291166244512841,0.0692592914590253,0.14033391219978567,0.004790470657186863,0.11414667452476104,0.007973160727210264,0.14301196746585068
4,0.02029301856545118,0.007935117234664066,0.06915238152119862,0.06580881457531484,0.12657236939074315,0.29058525919249684,0.0006348912940852419,0.006933048515783067,1.0421577788816595e-07,0.0065989844070423334,0.07202599469042789,0.03931614329612479,0.003372427805850457,0.17222953947935168,0.005047513776108467,0.11349439203957938
5,0.024473810713058316,0.0009768182296144437,0.05062533800689652,0.07015207319734927,0.10876973117355394,0.4437371891851554,0.0060243464974156875,0.004609841579590769,3.337246526506419e-08,0.000867318332501474,0.05510992999667006,0.0451163686824134,0.006578879952245315,0.08810043235328836,0.004128289717325681,0.0907295990104561
6,0.016795751748699208,0.0030735320547073722,0.04854527171010521,0.058781649453584675,0.09539734867155245,0.41462976849583777,0.002123210733094925,0.0029247357356447998,2.7655991572272886e-08,0.0005966723808239076,0.08604302467721237,0.0687190095559745,0.0023494645494486345,0.10726939281990916,0.0038217861483377143,0.08892935360907585
7,0.016725963661154968,0.006790690027774883,0.013793799179422585,0.07283673260589679,0.17677312975082987,0.30542348730446667,0.003935755081340261,0.006203507495207974,1.5392035279239275e-08,0.00037885759229171304,0.07715860927860826,0.061707824630237065,0.002649541178023644,0.10372740352464205,0.007420166876096432,0.14447451642197146
8,0.028769245589063047,0.0002888171520711011,0.07051459205853544,0.04296125673295789,0.1962326884296582,0.20735313767409763,0.00018302761374403457,0.007745418102801429,3.299356553813725e-08,0.002696452238313748,0.09421819085059946,0.14441375933615633,0.005893397979294523,0.09606976700187514,0.008449144819670736,0.09421107142759583
9,0.02959002242865601,0.000375901466063686,0.026089815099187015,0.08401989296874213,0.2375848633542723,0.22818898975782292,0.004020997573615377,0.006086687030842553,0.006229148912296822,2.3696230008411053e-07,0.08237410692477024,0.09006512556977218,0.0015108733117724868,0.09420724373393673,0.006794879924015652,0.10286121498193383
10,0.016965337396562426,0.0022540069756777042,0.031609730107281596,0.09694245579974128,0.22720973025803962,0.20690706889098257,0.0015088653727635289,0.000558885133637964,3.296321984993381e-08,0.0006908766702954888,0.0921469167388615,0.07672757935131806,0.003922993591588681,0.10365853529017778,0.0045721258360105965,0.1343248596238415
11,0.018924895059109447,0.00709928474277647,0.060684880220728585,0.1630897067716313,0.15726268745912558,0.18569436487537277,0.006885065107297431,0.004085896217238634,0.004768243327379384,0.00023242520459535677,0.07475146233640323,0.05454949832314156,0.005293357992510011,0.14054282253615852,0.006485268759367497,0.10965014106716428
