"","predicted.id","prediction.score.Vip","prediction.score.Lamp5","prediction.score.Sst","prediction.score.Sncg","prediction.score.Serpinf1","prediction.score.Pvalb","prediction.score.Endo","prediction.score.Peri","prediction.score.L6CT","prediction.score.L6b","prediction.score.L6IT","prediction.score.L2and3IT","prediction.score.CR","prediction.score.L5PT","prediction.score.NP","prediction.score.L4","prediction.score.L5IT","prediction.score.Oligo","prediction.score.Meis2","prediction.score.Astro","prediction.score.Macrophage","prediction.score.VLMC","prediction.score.SMC","prediction.score.max"
"12","L4",0,0,0.132199716181036,0,0,0.0119240789451178,0,0.00512727940817756,0,0,0.101438410928779,0,0,0.0289183597331028,0.0285000981061738,0.469990199296822,0.221901857400792,0,0,0,0,0,0,0.469990199296822
"13","L4",0,0,0.0129823211575674,0,0,0,0,0.000694075523646394,0,0,0,0,0,0,0.0096839608541205,0.97558762605674,0.000456503435806879,0,0,0.000595512972119179,0,0,0,0.97558762605674
"14","L4",0.0122445216857723,0.0343699967229842,0.0137506172781259,0,0,0,0,0.00819460476305533,0,0,0.0620183021465695,0.00740587737127834,0,0,0.0455771190204424,0.816438961011772,0,0,0,0,0,0,0,0.816438961011772
"15","Sst",0,0,0.83523898322034,0,0,0.00825156015524957,0,0.000617660617397055,0,0,0,0.000427809003003614,0,0,0.00344038680706394,0.0561523763603807,0.00454386702422147,0.0151535646322508,0,0.0761737921800931,0,0,0,0.83523898322034
"16","L2and3IT",0,0,0.00983291497133819,0,0,0.0685784046666738,0,0.0137512743612078,0.00401057841476565,0,0.1797190660033,0.643532114725502,0,0,0.0805756468572122,0,0,0,0,0,0,0,0,0.643532114725502
"17","L6IT",0,0,0.0098971409207422,0,0,0.0136873022887643,0,0,0.000772653592281214,0.00275299217863,0.820903281021327,0.104845531668112,0,0,0,0,0,0,0.000393456423751271,0.0467476419063917,0,0,0,0.820903281021327
"18","Sncg",0.143437235245742,0.280176272067039,0.00340106277283871,0.364089355021457,0,0,0.00823921975435708,0,0,0,0.0326545614127431,0.0242601272889203,0,0.0183077585645303,0,0.000302027449618546,0.115285328542341,0,0,0.00984705188041346,0,0,0,0.364089355021457
"19","Macrophage",0.148024151471976,0,0.0459007216571593,0,0,0,0,0,0,0,0.00838939033043493,0.000812984301068496,0,0,0,0.111445757638466,0,0,0.0010503007925803,0.0717212756625823,0.582610234791873,0.03004518335386,0,0.582610234791873
"20","Vip",0.899801538253789,0,0,0,0,0.00374128498393719,0,0,0,0,0.00101207459514112,0,0,0,0.000839447203919712,0.0647521198028191,0.00708040015160269,0.00711113881352476,0,0.0156619961952664,0,0,0,0.899801538253789
"21","Astro",0.0184345246227314,0,0.0385409879778742,0,0,0,0,0.00738936556245883,0,0,0,0,0,0,0.0535002045692431,0,0,0.0153024344404758,0,0.866832482827217,0,0,0,0.866832482827217
"22","Oligo",0,0,0.0278708634004632,0,0,0,0,0.0345169501633114,0,0,0,0,0,0.0527090260274421,0.0551914432624134,0,0,0.783357259506146,0,0.0131826714106648,0,0.0248406863735608,0.00833109985599841,0.783357259506146
"23","L5PT",0,0,0.00378665421772072,0,0,0.00587981892993946,0,0.0131087896017313,0,0,0.00156866073427179,0,0,0.485944934205243,0.0221184076273726,0,0,0.421371729574057,0,0.0287285818240626,0,0.0131118960598633,0.00438052722573831,0.485944934205243
"24","L6CT",0,0,0,0,0,0.00121542514278327,2.51940503196122e-05,0,0.909043466249593,0.0177623910617421,0.0701323901702445,0,0,0,0,0,0,0,0.000246151314591823,0.00157498201072612,0,0,0,0.909043466249593
"25","Vip",0.851409076077945,0.0186298636869813,0.0183681438282189,0,0,0.0327827417862534,0,0.00217553698732135,0,0,0.0288843458159471,0.0226875673709276,0,0,0.0192414567803384,0.00153367233365047,0,0,0.00307915475674347,0.0012084405756734,0,0,0,0.851409076077945
"26","L6IT",0.00699823534543448,0,0.000857677924873163,0,0,0,0,1.85140088289408e-05,0.0588675278968269,0.208922278038848,0.632897225183243,0,0,0,0.0161716803012111,0.0740437154928883,0.00122314580784559,0,0,0,0,0,0,0.632897225183243
