"","predicted.id","prediction.score.Vip","prediction.score.Lamp5","prediction.score.Sst","prediction.score.Sncg","prediction.score.Serpinf1","prediction.score.Pvalb","prediction.score.Endo","prediction.score.Peri","prediction.score.L6CT","prediction.score.L6b","prediction.score.L6IT","prediction.score.L2and3IT","prediction.score.CR","prediction.score.L5PT","prediction.score.NP","prediction.score.L4","prediction.score.L5IT","prediction.score.Oligo","prediction.score.Meis2","prediction.score.Astro","prediction.score.Macrophage","prediction.score.VLMC","prediction.score.SMC","prediction.score.max"
"27","L6CT",9.27798537358652e-05,0.00239156803868015,0.015583877848245,0,0,0,0,0.010472266890764,0.547515847138328,0,0.185685148179369,0.158335143228177,0,0.00549491713077926,0.0652995099435813,0,0,0,0.0091289417483399,0,0,0,0,0.547515847138328
"28","L5PT",0.00274626735945189,0.000215024394288777,0.0103828862792262,0,0,0.00174418055667311,0,0.00149942233133488,0,0,0.0726974417221556,0.000215024394288777,0,0.85911768424779,0.0513820687147898,0,0,0,0,0,0,0,0,0.85911768424779
"29","Sst",0,0,0.586129063244649,0,0,0,0,0.00378998171202851,0.0535366698384337,0,0.0250093301206613,0,0,0.0527724915819752,0.0393912188682247,0.00465483929017906,0,0.220121760908455,0,0.0145946444353942,0,0,0,0.586129063244649
"30","Endo",0.0671048860292021,0.030039541790768,0.000671936269476689,0,0,0.0148858716510821,0.620860523354687,0,0,0,0.00169384705038339,0.0377218750073683,0,0,0.0107821460785322,0.0134320811274278,0.190100284884061,0,0,0.0127070067570104,0,0,0,0.620860523354687
"31","Endo",0.000453111484604442,0,0,0,0,0.00211349568799707,0.879135243791214,0.00281593571419109,0,0,0,0,0,0,0.068636414001539,0.00535105696556007,0.0224241804838776,0,0,0.0187900345295109,3.80385809841757e-05,0.000242488760521901,0,0.879135243791214
"32","Endo",0.00765286076211602,0.00340468689316966,0.018864938659284,0,0,0,0.881329015307455,0.00321896587850113,0,0,0,0.0263797084285891,0,0,0.022249745129813,0,0,0.00349409585630451,0,0.0334059830847669,0,0,0,0.881329015307455
"33","Endo",0.038184853832706,0,0,0,0,0.0213157853348451,0.857265754748853,0.00764036734720737,0,0,0,0.0224403286064506,0,0,0.0308327102650721,0.0068345016579508,0.00469957955572436,0,0,0.000593030411977206,0,0.00764168156662907,0.00255140667258454,0.857265754748853
"34","Astro",0,0.0112480237753938,0,0,0,0,0.146436275931522,0,0,0,0.015817584555224,0.30462020855006,0,0,0.0473180427424236,0.147766495736358,0.00146746763003305,0.0131977324110271,0,0.312128168667958,0,0,0,0.312128168667958
"35","L2and3IT",0.0242267714701559,0.0107973333610396,0,0,0,0.000814538420089816,0.00138987894091458,0,0,0.00939383622425439,0.120375593400924,0.784459653641221,0,0,0,0.0127740651941609,0,0,0,0.0357683293472401,0,0,0,0.784459653641221
"36","Pvalb",6.98767212485045e-05,0.000209620823676687,0,0,0,0.424683914914093,0.0298543823209526,0,0,0,0.278378970099494,0,0,0.0056185893438249,0,0,0.00935765527689781,0.113825415391575,0,0,0.138001575108238,0,0,0.424683914914093
"37","Macrophage",0.000735293570157146,0,0.015419334067279,0,0,0.0220220452990682,0.0760630341843631,0,0,0,0.0174887319984252,0,0,0,0.0056513398505548,0.010555157334807,0,0.04277838949882,0,0.0455308061278481,0.718746105584562,0.0450097624841152,0,0.718746105584562
"38","Lamp5",0.0951093633545868,0.694756279662332,0,0,0,0.0304973540612433,0.000831123185315952,0,9.25160805114657e-05,0,0.113151928704523,0,0,0,0.0147547049573825,0,0,0,0,0.0508067299941047,0,0,0,0.694756279662332
"39","Vip",0.547241454877002,0.00218386714748177,0.129996233461601,0,0,0.164663015791553,0,0,0,0,0.0639543655194299,0.00421448160100937,0.00561443699150889,0.0503816182338773,0.0121804332537449,0.0195700931227924,0,0,0,0,0,0,0,0.547241454877002
"40","Oligo",0,0.0706152667645229,0.179886850436984,0,0,0.029664432407421,0,0.0336791940145509,0,0,0.00271095291557548,0,0,0,0.306231939479451,0.00347669437846881,0,0.373734669603026,0,0,0,0,0,0.373734669603026
"41","Oligo",0,0.0121468874054594,0.00192786229318629,0,0,0.0344456719961211,0,0.0366551795990724,0,0,0.00371075847822886,0,0,0.0792674234328804,0,0,0,0.728913974029553,0,0.0539857250091702,0,0.0366712647464892,0.0122752530098394,0.728913974029553
"42","Oligo",0,0,0.0131246342121659,0,0,0.00277615629566312,0,0.226105037751381,0,0,0.000740535364605034,0,0,0.06864049901137,0.107677710478225,0,0.00259614039049722,0.262914628518576,0,0.0257269574298796,0,0.213969054934607,0.0757286456130315,0.262914628518576
"43","L6IT",0,0.0108941001862615,0.00443034577052195,0,0,0,0,0,0,0.039487657746652,0.713904016278299,0,0,0.0111478709254421,0,0.171411141418285,0,0.00774361193452672,0,0.0409812557400127,0,0,0,0.713904016278299
"44","L6IT",0.0213785956309542,0,0,0,0,0.126027559601408,0,0,0.0331513355528533,0,0.768815229719482,0,0,0,0.0280187407252245,0.0101587305221512,0.0124498082479255,0,0,0,0,0,0,0.768815229719482
"45","Pvalb",0.000929334387967905,0.00696031713828303,0.00662449390130721,0,0,0.923861569242271,0,0.000565957581218656,0,0,0.00337046938747049,0,0,2.33129225679406e-05,0.00616700160481539,0,0.00417004415968276,0,0,0.0473274996744149,0,0,0,0.923861569242271
"46","Astro",0,0,0.168915576582464,0,0,0.0662548155953444,0.00130098415452391,0.0135759522724519,0.00164899350443486,0,0.103459169036203,0.00389862736599489,0,0.0294192814735271,0.0754257496021292,0.0214533939013721,0,0,0,0.514647456511554,0,0,0,0.514647456511554
"47","L5PT",0.0100017424499791,0.00291241530727033,0.0478874515273053,0,0,0,0,0.000169919060693426,0,0,0.0101685059908456,0.00291241530727033,0,0.624560971753776,0.00094660874495463,0.0211306438933446,0,0,0,0.27930932596456,0,0,0,0.624560971753776
"48","Sncg",0.0044680922508459,0.00305444623405402,0.00769056989114345,0.750680889564119,0,0,0,0,0,0,0.0168050559756647,0,0,0.163524263013469,0.0035016116777743,0,0.0299105639272074,0,0,0.0203645074657228,0,0,0,0.750680889564119
"49","L5IT",0.011682981795028,0.0122871100853303,0.000177760715562477,0,0,0,0,0,0,0,0.00375512966977094,0.00490948887172428,0,0,0.00888721760924282,0.290366000312954,0.661162807401073,0,0.000204264746858243,0.00656723879245583,0,0,0,0.661162807401073
"50","L4",0.00757766348655509,0.0195580424986488,0.00190429038017463,0,0,0,0,0,0,0,0.0110711323139113,0.000953091685471382,0,0,0,0.857041725115638,0.0975322392811739,0,0.000968297480364855,0.00339351775806247,0,0,0,0.857041725115638
"51","L4",0.00284842667583807,0.0212967935285974,0.0122360928574367,0,0,0.0240566923610455,0,0,0,0.012497791820034,0.0046975258769824,0,0,0,0.00557042436851047,0.890926879166341,0.024081016235654,0,0.00178835710956051,0,0,0,0,0.890926879166341
"52","L2and3IT",0.080963885798812,0.0826336653707978,0.0015114562608915,0,0,0.00971397768047564,0,0,0.209528194507295,0,0.00352921928062168,0.442171628875545,0,0,0.028050474878622,0.0302102543265063,0,0,0,0.111687243020433,0,0,0,0.442171628875545
"53","Pvalb",0,0,0.0204511529353222,0,0,0.932710401445312,0,0.00243902712463811,0,0,0.0187885450592161,0,0,0.00270576207901064,0.0229051113565007,0,0,0,0,0,0,0,0,0.932710401445312
"54","Vip",0.838563838489233,0,0.00631825318285068,0,0,0,0,0,0,0,0.0479746629032701,0.0345989758086182,0,0,0.00691404645883426,0.0106303023292547,0.00457432794226967,0.0504255928856695,0,0,0,0,0,0.838563838489233
"55","L6IT",0.0223875324850475,0.0097481012499048,0.13479728208227,0,0,0.131037895493098,0,0,0,0.00445763102650572,0.636389523394485,0.0457749217675119,0,0,0,0.00130505554331731,0,0.0141020569578598,0,0,0,0,0,0.636389523394485
"56","Lamp5",0.0265835186295309,0.858932269413706,0,0,0,0.0331958634126196,0,0,0,0,0,0,0,0,0,0.0317365741913728,0,0.0124641060711614,0,0.03708766828161,0,0,0,0.858932269413706
"57","Astro",0.0250763119943293,0.0118541033214253,0.0485513016168541,0,0,0.00243495738827662,0,0.00510794374536088,0,0,0.0414264446414131,0.0118541033214253,0,0,0.0391031653531638,0.0562671741310899,0,0,0,0.758324494486661,0,0,0,0.758324494486661
"58","Vip",0.308650128108461,0,0.0193804704938497,0,0,0,0,0.00387519244767377,0,0,0.0252266537194,0.233029929969137,0.106868689330643,0.106868689330643,0.161730891571793,0.0292547452147352,0,0,0,0.00511460981366452,0,0,0,0.308650128108461
"59","NP",0,0.0223530376242087,0.00197049853639925,0,0,0.00910945248531122,0,0.0189771080106961,0,0,0.000829920820842542,0,0,0,0.512812368813072,0,0.00121405162254438,0.0258211034271971,0,0.406912458659729,0,0,0,0.512812368813072
