	PCC	SSIM	RMSE	JS
114	-0.05547963339320397	-0.033111938829462464	1.4529140603581507	0.3490217380547205
115	-0.07376468091946214	-0.029334800100824846	1.4654451070712011	0.4918611808191931
116	0.05402429485587048	0.022415255021109637	1.3754822464460452	0.4588377514806369
117	0.2553121437669623	0.1036482237052336	1.2203998166445598	0.38026554274999047
118	0.28411181144868186	0.12170295606336717	1.1965685843705895	0.4480552301868397
119	0.35496634427891616	0.2089209213531543	1.1358113009836484	0.3259821052085899
120	0.33465941096099905	0.30236518857122735	1.153551549813879	0.22392540692621002
121	0.3853379299956241	0.2933802886955149	1.1087489075569599	0.3656722500365071
122	0.5040146027703556	0.48325629480576604	0.9959773061969276	0.22843282374124907
123	0.3248155528624302	0.2412537858595994	1.1620537398395738	0.251380150836403
124	0.06308779847945012	0.06576644842628626	1.3688770591404837	0.2491812246824818
125	0.07138963288870347	0.04135967165150217	1.362798860515591	0.45811693570835593
126	0.011516517367349155	0.011577986019445218	1.4060465729360823	0.42052258094213435
127	-0.022892468883958905	-0.012541252532627091	1.4303093853316904	0.4461670422491083
128	-0.033652360325516134	-0.021551367997874857	1.437812477568279	0.4014441429216729
129	-0.0016677544852376214	0.0027785235278033602	1.415392351600953	0.4069825121180748
130	-0.046488284128323454	-0.019450612389872637	1.4467123308580208	0.560576001044608
131	-0.046488284128323454	-0.046488284128323454	1.5	1.0
132	0.34402085373759694	0.2941466349846747	1.1454074788147692	0.2331847656693488
133	-0.06455679722695865	-0.051920674130203986	1.4591482427957472	0.29190419598783635
134	0.027613219493710036	0.011209549661974781	1.3945513834249996	0.5404208304149294
135	-0.13374704456801056	-0.08091138674557719	1.5058200719661101	0.3710645350573133
136	0.2096321481133254	0.07254306746012606	1.2572731221868019	0.4450339560168829
137	0.4643168829137738	0.20449419764897722	1.0350682268200742	0.36993173881721075
138	0.614965593062422	0.423602902429019	0.8775356482076132	0.2851112115614774
139	0.6495855504392066	0.3724339709992826	0.8371552419483419	0.268235622914852
140	0.6811473341159442	0.4324656790821994	0.798564544522302	0.32860481525979723
141	0.20527842487636008	0.18668525712165523	1.260731196666157	0.2965731750884163
142	-0.08868921794316878	-0.06289371209980063	1.4755942653339156	0.4016157121960084
143	0.004167780996583603	0.006246195645447676	1.4112634190705975	0.41071294593282087
144	-0.0424679201496998	-0.03083337708379556	1.4439306909611	0.3814946871825549
145	0.020736366945579066	0.01615093066803513	1.399473924769176	0.43460307787179386
146	-0.015285802380572533	-0.006988646292615263	1.4249812647053104	0.43857775721936765
147	-0.03959645473971038	-0.02394100099772865	1.4419406747433896	0.45640333141747225
148	-0.01580993502456149	-0.004976199652697647	1.4253490344645845	0.551349895736497
149	0.04009568190303266	0.02079707608901717	1.3855715918688343	0.5354573430431608
150	0.16037417216981004	0.1192917001855446	1.2958594274304522	0.34983113817698613
151	-0.15590523073257945	-0.1264467928553134	1.5204638967976711	0.5129532771299024
152	-0.16204277663912905	-0.095947716748343	1.5244951798147015	0.4361440387744672
153	0.009015853770403925	0.005615987700410725	1.407823956487171	0.4988805715812412
154	-0.06531836378968067	-0.02508915262461678	1.4596700749071214	0.4227592678574375
155	0.22271541577428405	0.07952828990173719	1.2468236316542254	0.3730846686851494
156	0.32559407001826474	0.13437948166926095	1.161383597250913	0.3781077191042721
157	0.5817298565904229	0.4854183428478289	0.9146257632601186	0.18891464663639398
158	0.1298890893393818	0.0864377145568783	1.3191746743025492	0.37597740182927764
159	0.5756010467984234	0.4307986990453352	0.9213022882871579	0.27764925773736715
160	0.3548356761708503	0.3190620089431524	1.135926339010721	0.2200192990842872
161	-0.02849030132296544	-0.012400004619954264	1.4342177668143465	0.4585490567740499
162	-0.07771547619145461	-0.0528108101309495	1.4681386012168294	0.35490306634065333
163	-0.08811371274060426	-0.07757542503700954	1.4752041978930268	0.3768135910244693
164	-0.018902553441735165	-0.010092769146451035	1.427517112641201	0.4180066213389673
165	-0.06051297789039985	-0.035241102373518296	1.456374249903094	0.44965742427516975
166	-0.07288951981091502	-0.05101597772712497	1.4648477871853547	0.44074228404366356
167	-0.03436102895951587	-0.017558682216182574	1.4383052728537957	0.41241390636088826
168	0.12220441786465397	0.06619022884688576	1.324987231738741	0.4219631138549475
169	0.017515092912396515	0.015716188108954015	1.401773809919135	0.45221937739954965
170	0.1176394318269787	0.11431711918261843	1.328428069692162	0.3661896833844675
171	-0.08472551875341468	-0.04742206513487402	1.4729056444683855	0.5789113463096849
172	-0.01894795461990009	-0.004183564845492674	1.4275489165838766	0.5498316370263121
173	-0.11010989391870205	-0.053703907690907805	1.4900401967186674	0.43951686009916424
174	0.14472013895270242	0.0426185390491083	1.307883680643885	0.5206922771202792
175	0.07588366740575771	0.04770245691756521	1.3594972104379195	0.39459564529085933
176	0.8099838273696978	0.595680651720134	0.6164676352093471	0.25119366765334067
177	0.8012309286229867	0.45362767842941665	0.6305062590918721	0.30114549614385294
178	0.2186998928470671	0.18105937216520154	1.250040085079621	0.24608121090954016
179	0.4037533717539005	0.3945549271190083	1.0920133957475975	0.16800106453064398
180	0.12696250398080405	0.08436612645996343	1.3213913092034442	0.36731065095537135
181	-0.08740412444403853	-0.07272170108093984	1.474723109226975	0.3572762884145522
182	0.005377336180262635	0.0059339969567492445	1.4104060860757355	0.47836676034227854
183	-0.04469090223481454	-0.022995257383815828	1.4454694062724502	0.5154743902195742
184	-0.11531459458184337	-0.08985566002091186	1.4935291055629571	0.44081775393392586
185	-0.01275786104170773	-0.004875106300353678	1.4232061418091955	0.4595537543990374
186	0.019123296871176726	0.011520978275222532	1.4006260765306517	0.5409452981966724
187	0.20998302264148222	0.08547843235475562	1.2569940153863246	0.49460507991121344
188	-0.02440627225504824	-0.009880117800146032	1.4313673688156008	0.5544686462866533
