,Vip,Lamp5,Sst,Sncg,Serpinf1,Pvalb,Endo,Peri,L6CT,L6b,L6IT,L2and3IT,CR,L5PT,NP,L4,L5IT,Oligo,Meis2,Astro,Macrophage,VLMC,SMC
86,1.2358744,1.0449636,1.9723275,0.014051038,1.9209307e-07,0.98947537,0.15136726,0.0011742894,0.64380205,0.17694668,2.0131814,0.29958308,0.0046148845,0.05252293,0.3445738,1.8610005,0.6183468,0.07331913,8.136157e-06,0.28708625,0.04549477,0.09448558,0.04810051
87,1.3529888,0.542048,1.4831549,0.035655055,6.9127924e-07,0.6000788,0.007207542,0.03167236,0.27179706,0.340337,1.3497897,0.8151082,0.006608996,0.10522507,0.43093696,3.0705843,0.7879857,0.037674055,0.03580867,0.3899327,0.032401714,0.064679444,0.027698645
88,0.6913549,0.5038798,0.90286875,0.020857079,2.6472873e-07,0.658086,0.049969316,3.216703e-07,0.44310257,0.23107307,1.0908148,0.23562843,0.01166815,0.38806227,0.02974853,1.8731203,0.4459224,0.03652265,0.13054274,0.15844762,0.051408328,0.02571941,0.032080196
89,0.6144616,0.36730498,0.7959674,0.016144026,3.4363572e-07,0.38105935,0.0130902035,2.578659e-07,0.13699034,0.054505073,0.9222834,0.6350986,0.010175288,0.46157208,0.16505714,0.9302312,0.20042372,0.031427205,7.990406e-06,0.10082757,0.019659255,0.07919445,0.018152725
90,0.623446,0.24001634,0.660168,0.12372474,4.7563438e-07,0.5138095,0.015033351,1.14340374e-07,0.37183887,0.17624627,1.2693232,1.0217534,5.022403e-06,0.087196596,0.18901382,0.49708876,0.15576886,0.062952645,0.010648266,0.1487193,0.0437871,0.052070953,0.02375028
91,0.4353351,0.24214795,0.37003508,0.081023596,4.917307e-07,0.102320015,0.0069538425,4.2784545e-06,0.076451994,0.06237309,0.567628,0.1697504,0.0018649589,5.4322623e-05,0.20497184,0.25337568,0.14152914,0.014544113,0.076426186,0.057681415,0.02990982,0.032795172,0.03690653
92,0.74155664,0.834243,0.66889095,0.079938754,1.7671952e-07,0.70572954,0.04308323,1.16893276e-07,0.2207811,0.39494574,1.266614,1.5238701,0.0036750408,0.15147975,0.26212984,0.6269233,0.45122612,0.014909227,0.024182225,0.26059034,0.04438291,0.03867308,0.029479887
93,0.32519826,0.12762235,0.47431117,0.00022310622,6.0288585e-07,0.27034128,0.0010494561,3.4230442e-07,0.13489284,0.041060857,0.34280258,0.27709484,0.0019888734,0.10180244,0.030443251,0.33954954,0.19408585,0.008144154,0.011039489,0.14097983,0.0768039,0.010306016,4.725461e-06
94,0.34623545,0.14331396,0.16643734,0.013272564,3.9448216e-07,0.08868388,1.8007619e-05,2.758297e-06,0.08033048,0.027893633,0.262508,0.20198038,0.004352239,0.14820908,0.13742274,0.13280949,0.0004897031,0.020956099,5.216024e-06,0.08282704,0.05463305,0.020616326,0.018671995
95,1.1155603,0.37292132,0.5818058,0.26308355,6.498519e-06,0.47547564,0.04237968,1.2514992e-07,0.38933462,0.3047812,1.1123362,0.36695462,0.009217037,0.5249984,0.48428398,0.079844855,0.55157185,0.07714135,0.009632002,0.13831624,0.015656663,0.04655877,0.036320012
96,0.9484869,0.64066654,1.4532559,0.011353946,0.0012105629,0.67815953,0.11240003,0.0054386235,0.56567585,0.09672182,0.67537296,0.2302762,0.02699501,0.34695113,0.048090853,0.35663372,0.7232206,0.17599976,0.05500066,0.27928305,0.04687084,0.051503837,0.044295195
97,0.7224671,0.65410334,0.89788884,0.019934464,4.2035725e-07,0.26544687,2.0357857e-06,4.5066677e-06,0.46070862,0.025342459,0.61076707,0.20168658,0.007135805,0.618063,3.0222172e-05,0.4883864,0.18214442,0.15535858,0.037389804,0.26901,0.030899208,0.045962278,0.030097332
98,0.57845294,0.4341845,0.5777048,8.276125e-06,3.354935e-07,0.4797067,0.035124052,1.9093996e-07,0.4828544,0.22338869,0.9368415,0.2509325,0.010133127,0.46046817,0.09459299,0.4287429,0.4466048,0.13582982,0.03783539,0.15259357,0.025217533,0.032695517,0.026159197
99,0.94657296,0.87690115,0.9917879,0.05772069,0.0005556653,0.62390035,0.01896042,2.3129586e-07,1.6071297,0.1532557,1.3268394,0.4271862,0.0019514087,0.4508247,0.087208435,0.73020864,0.83204573,0.06252119,0.0034366895,0.23381568,0.11186096,0.04039131,0.07148375
100,0.845962,0.78239787,0.9711664,0.04157107,0.04615778,1.4833972,0.017389562,3.2545412e-07,1.0488077,0.3438078,2.0230193,0.41972902,0.031394288,0.23773402,0.1395941,0.43638858,0.7788066,0.07387517,0.017468503,0.2461836,0.021483874,0.044620935,0.05948695
101,0.5379073,0.4316712,1.1097491,0.07982769,1.7084456e-07,0.6685505,1.9432655e-06,0.0010378173,0.52331513,0.20326109,0.75397193,0.43971887,0.004608351,0.25708827,0.090832405,0.39280766,0.45624024,0.050958697,0.0043055504,0.069574915,0.006590396,0.034764603,0.01598227
102,1.4920336,1.9055132,2.6248105,0.1422287,0.24299012,0.6269027,0.059573513,4.435543e-07,0.7665858,0.5364873,1.4539793,0.54974836,0.04886327,0.58595544,0.53899604,1.987864,0.4919316,0.08292848,0.016425516,0.38455698,0.0146722905,0.076273754,0.08621147
103,1.2239518,0.49607047,0.64405155,0.05583623,6.8298824e-08,0.7330807,0.051173285,0.00034591742,0.17347133,0.37965736,1.0466866,0.048110723,0.010813893,1.2662424,0.20458694,0.33944008,0.67305803,0.020448972,0.05450828,0.24503821,0.015902417,0.009850502,0.047193103
104,1.0213261,0.52288675,1.166261,0.14239983,0.012729992,1.4546723,0.0026382054,0.019670784,0.33800608,0.21752675,0.94532853,0.49656022,0.115997784,0.34768057,0.5457889,0.2434327,0.7998145,0.10839522,0.027654547,0.250548,0.0758126,0.053985465,0.015745819
105,1.2751608,1.0221924,1.7258413,0.06283656,4.7801893e-07,0.8979608,0.10853566,1.0365688e-06,0.71014684,0.27928945,1.7137885,0.33533472,0.0044693453,0.09658375,0.31533343,2.353839,1.2467752,0.028968481,0.19020851,0.37382543,0.1196619,0.043552663,0.066372685
106,0.9114361,1.108002,1.2802306,0.045328937,3.6437655e-07,1.5013243,0.024522947,4.7463573e-07,0.54957604,0.26303542,1.3710088,0.2577088,0.088237904,0.5118713,0.47449306,2.759955,0.872643,0.01994735,0.016370635,0.2627382,0.10236638,0.024505893,0.07515317
107,1.0758209,1.3054447,1.4243608,0.04855226,2.6572877e-06,0.8987394,0.037097942,4.072702e-07,0.7774478,0.2706463,1.7606878,0.83894265,0.0023248352,0.21358654,0.43087423,2.6075385,0.69890374,0.05784781,0.014405153,0.35825217,0.060991377,0.06689304,0.059271734
108,1.3719808,0.9783031,1.220627,0.06955627,0.00120201,0.81647205,0.02315499,4.4800768e-07,0.56760776,0.23150323,2.2624967,1.3294238,0.012773513,0.16351007,0.21079133,1.1172214,0.038375586,0.03285789,0.07904248,0.22864792,0.014115377,0.07178246,0.077235475
109,1.4527459,0.45222068,1.071499,0.02656845,0.0015702351,0.49521193,0.07156468,8.458597e-08,0.22346921,0.30660275,1.391226,0.87272954,0.019312821,0.12031114,0.1975935,0.8146656,0.3691402,0.08328553,0.06664068,0.15546542,4.8941365e-06,0.054416075,0.046497777
110,1.6016185,0.6434677,0.9009721,0.26993322,2.6060087e-07,0.8216217,0.043592524,2.1690019e-07,0.50118977,0.40592018,1.2485485,2.3624487,0.015304603,0.44162393,0.12743536,0.49639717,0.092061244,0.084439024,0.046586886,0.16950713,0.053387534,0.12754197,0.030836526
111,0.68628514,0.51162565,1.0462029,0.07930349,3.1400606e-07,0.20910709,0.007797349,3.2592607e-07,0.29097542,0.10531356,1.0264149,1.0147088,0.0027121275,0.3630058,0.13160166,0.29217622,0.20670766,0.036828175,0.025393868,0.13066614,0.02477039,0.042572845,0.041051783
112,1.0517014,0.6517589,0.85191077,0.162895,1.3969093e-07,0.8804246,0.10285,2.571904e-07,0.42892122,0.2722686,1.005405,0.6713491,0.023963585,1.9687077e-05,0.39925784,0.8388212,0.020445487,0.034621585,1.1188118e-06,0.32728094,0.02142489,0.10277397,0.027001923
113,0.27896857,0.37976527,0.7176971,0.039273873,6.014913e-07,0.6634569,0.031982854,0.01997216,0.178353,0.0391851,0.62537795,0.15356793,0.0035761858,0.19830595,0.008132355,0.22212538,0.18542768,0.0014139042,0.012033534,0.093877375,0.014113583,0.026583469,0.014824766
114,1.1675098,0.69269276,1.12498,3.229614e-05,7.082439e-07,0.80423206,1.1402324e-06,6.009844e-07,0.24810891,0.021209762,1.002098,0.14944495,0.0018244551,0.29083467,0.15791985,0.5323583,0.8731067,0.10211405,0.016765209,0.39386633,0.010999545,0.040718183,0.02843467
115,0.592038,1.1234584,0.96029955,0.0033755307,1.096325e-06,0.98697895,0.0011853558,0.0035646625,0.07054015,0.0699631,1.292712,0.06398915,0.0016625583,0.47125426,3.8840037e-05,0.69106895,0.87233806,0.17037065,0.024065228,0.095573336,5.552786e-06,0.060963865,0.02891771
116,0.41261762,0.19777687,0.5490921,0.11529863,3.1439328e-07,0.18755856,0.029746339,1.9609567e-07,0.245834,0.4388821,0.8724335,0.17072248,0.010056598,0.13698861,0.12707771,0.50749135,0.0018443632,0.059019525,0.011322535,0.034858316,0.009752523,0.06824327,0.037978172
117,1.1967717,0.7693154,1.1372093,0.08639928,3.570932e-07,0.56078416,0.013830861,3.879419e-07,1.9287858,0.35644275,1.5354332,0.4451955,0.017877037,0.2467896,0.66228276,0.71337175,0.8130436,0.06735195,0.07950688,0.16788822,0.0051435763,0.054653198,0.05928904
118,0.928883,0.7097276,0.688774,0.029537689,2.2356988e-07,0.42471093,0.01217646,5.554483e-06,1.7851226,0.15864252,1.5845175,0.40875992,0.044624943,0.058329515,0.24944697,0.57734275,0.5630074,0.027353741,4.924566e-06,0.17472827,0.019887691,0.031303823,0.06872535
119,0.97427905,0.6551199,0.92144656,0.0025785088,3.4215762e-07,0.44717416,0.023793621,1.8478023e-07,0.8099023,0.10572229,2.5281343,0.5104353,0.011475452,0.18597451,0.0111194765,0.25124598,0.9414031,0.009952236,0.046429344,0.26469076,0.050366044,0.07296036,0.03666122
120,1.075359,0.6098195,1.2095214,0.015476021,0.008484791,0.82888126,0.005711594,8.111638e-06,0.5855037,0.25085935,0.6290177,0.2232467,0.009916809,0.639722,0.6708559,0.6812362,0.8479116,0.08136163,0.030762436,0.22346775,0.062228885,0.047192596,0.0073826187
121,1.0038173,0.47681248,1.1803677,0.061593436,2.0367798e-07,1.091246,0.016166734,2.607732e-07,0.1843577,0.20607655,0.69383985,0.33159366,0.052686792,0.70866156,0.39094746,0.38836676,0.80929625,0.0532519,0.039534774,0.178049,0.04778732,0.047482923,0.0382748
122,0.7665506,0.9550378,0.78891087,0.10654508,8.862673e-07,0.29653686,0.017319936,6.437676e-08,0.3686842,0.25017515,1.0497674,0.5061322,0.06496489,0.10943665,0.25858748,0.8178532,1.553353,0.0628776,0.013547681,0.21388313,0.03807971,0.069731645,0.038701884
123,0.7575418,0.634218,1.0701851,0.10332334,6.169299e-07,1.0670241,0.011534903,0.020948885,0.66682345,0.24432355,1.2178928,0.2786889,0.005128385,0.10779906,0.1130415,1.7454557,0.9810663,0.047195483,0.050040204,0.37536895,0.06664117,0.05136559,0.011512052
124,1.1872642,0.39430594,1.5671875,4.2652027e-05,0.031989068,0.6042782,0.013115397,5.0752647e-07,0.3655028,0.098533556,0.96511114,0.33746773,0.00899979,0.5792369,0.315924,1.3103776,0.6902683,0.042829182,3.7335913e-06,0.1890177,2.936952e-06,0.0358999,0.042976033
125,0.92767876,0.5985555,1.1959658,0.16389422,3.4258966e-07,0.74005127,0.024733031,0.017483944,0.32957006,0.20646988,1.6386731,1.4802799,0.0020083454,0.58104783,0.1663529,1.0725462,0.83289933,0.048829567,0.015547391,0.23676582,0.0857379,0.040359925,0.023058672
126,0.7683917,0.68077797,0.6017941,4.5546403e-06,2.5082852e-07,0.61715895,0.021409273,0.026257897,0.3526329,0.123312674,1.018752,0.36156276,0.001221363,0.12149079,0.06145514,0.6705692,0.28618518,0.018856132,0.02537053,0.13719182,6.986442e-06,0.038225535,0.020622158
127,0.8471524,1.0161374,0.91655886,0.00478192,4.9659207e-07,0.90501463,0.04593904,2.2260526e-06,0.36558312,0.17932719,1.5401335,1.2651309,0.056482747,0.20441245,0.23982581,0.2898976,0.6399777,0.011719389,0.049513787,0.23014459,0.11634694,0.08314754,0.045371793
128,1.6507373,1.0711399,1.2724056,0.025612231,8.8593504e-07,0.5681446,0.088884614,4.6308946e-07,0.3611473,0.41210747,1.8495773,1.350661,0.01691265,0.124570176,0.1413513,1.0565574,0.19030786,0.03840719,0.019795353,0.3533262,0.036679376,0.08138925,0.09795286
129,1.0756488,1.0135617,1.0050677,0.02496932,4.9219386e-07,0.37076795,0.01339705,0.03323435,0.34343642,0.11405796,0.5867637,1.2219224,0.0049170204,0.39765,0.30448917,0.86794174,0.1710069,0.040826745,0.08184868,0.1868243,0.09323687,0.01676038,0.03221824
130,0.04914861,0.053370994,0.16227296,0.005007643,1.0278272e-06,0.14637986,0.004943978,4.4087636e-07,0.05497504,0.014027957,0.19444591,0.12192585,0.0017872709,0.04270611,4.3687316e-05,0.06386262,0.034269445,0.008403538,0.002194973,0.011688474,0.0043122284,0.012176022,0.00179107
131,0.06521922,0.19568944,0.28632942,1.3881139e-05,6.316788e-07,0.030221181,2.0940493e-06,5.0324957e-07,0.022086773,0.11490669,0.14275144,0.023560159,0.0005549678,5.7023863e-05,3.397332e-05,0.11252473,0.00064254686,0.004335139,4.262252e-06,0.014126617,0.0020760682,0.0026609537,0.0059642517
132,0.9457313,0.58637387,1.4825096,0.0008340156,5.776046e-07,0.50371623,0.008134542,9.967427e-08,0.40125665,0.05481484,0.7861804,0.3834453,0.0074084066,0.041914534,0.2850543,0.17827769,0.053525094,0.035097033,0.04040359,0.20067322,0.031443957,0.03467686,0.01817642
133,1.1127645,0.8282092,1.8107173,0.22006905,0.08899101,0.7238864,3.0937442e-06,0.011159547,0.2675763,0.29700568,1.2178955,0.43783176,0.01857821,0.17611416,0.198329,0.29744008,0.47182852,0.16160318,9.938099e-07,0.257061,0.021029972,0.053853247,0.025176644
134,1.2063699,0.9353613,1.6797376,0.08322022,0.0009827476,2.3998709,0.15611742,0.0063496074,0.5598242,0.19822249,0.9712106,0.57028574,0.021220386,1.3915142,0.0895554,0.6656596,0.54533964,0.4788234,0.038987145,0.14974117,0.051775087,0.0726594,0.10417408
135,0.747823,0.61364233,0.5881201,0.09477978,2.5074673e-06,0.5351174,2.5162717e-06,6.7298976e-07,0.47727722,0.59774625,1.0982195,0.40209866,0.019641563,0.1141491,0.14919586,0.23241267,0.5515668,0.079802014,0.08849818,0.31163454,0.0071524046,0.07659224,0.02488941
136,1.4686263,0.7443163,0.99177694,0.059280384,0.0012468394,1.5827819,0.051133372,1.9796475e-07,2.5160131,0.46801338,1.234181,0.6959649,0.006027149,0.2441883,0.15900086,0.6182134,0.88730466,0.053594608,0.16731173,0.26792312,0.010392992,0.10867816,0.06129823
137,1.3231709,0.3878352,0.73537904,0.034753516,0.0011863158,1.207453,0.0617778,0.020713275,1.5186334,0.41177124,1.3203936,0.64693433,0.008616985,0.25214565,0.29148486,0.33792144,0.7429297,0.013538757,0.05421512,0.20554048,0.0579885,0.022174753,0.03533108
138,1.2211945,0.5425751,0.69780004,0.10198849,1.8755286e-07,0.62610054,0.02260385,7.430884e-07,0.9005756,0.15499114,1.1801775,0.41368732,0.0100568775,0.07979392,0.489882,0.26824522,0.79179287,0.03238738,0.009706121,0.2601711,0.02246373,0.06201612,0.06823882
139,0.5422338,0.38346216,1.0023936,0.009176526,0.08261831,0.9749621,0.02709634,0.01712508,0.3202653,0.04096251,1.4155217,0.37537116,1.8734086e-06,0.6982975,0.23145072,0.04449989,0.41068864,0.018568583,1.9865167e-06,0.11270116,0.023320371,0.032648657,0.022083942
140,0.4725312,0.5148567,0.73481363,0.008642312,2.0091427e-06,0.9451095,0.0026870945,2.9202891e-07,0.3551839,0.07323215,1.0807489,0.36077222,0.0052193417,0.14180957,0.27954304,0.28908822,0.62865555,0.029385325,8.665394e-06,0.09391222,0.009614855,0.029393211,0.047659483
141,0.42978272,0.5192798,0.5746074,0.019096263,1.4354731e-06,0.38242868,0.013406944,1.4604218e-06,0.23884572,0.14010419,0.29805332,0.41381353,0.050410938,0.04545008,0.27254388,0.30837137,1.0159184,0.018865021,0.06360373,0.09262243,0.0019819033,0.03020511,0.013448535
142,0.8671453,0.71235806,1.0699279,1.8342349e-06,6.133007e-07,0.9199669,0.020834707,4.1726273e-07,0.26780948,0.32232526,1.1699829,0.20540415,0.031056939,0.14165992,0.28167963,1.4722584,1.0878638,0.032068327,0.09080497,0.35801002,0.0001769589,0.036417585,0.049425237
143,1.2528346,0.97451127,2.1786928,0.004195922,6.468976e-06,0.7492655,0.06357397,1.0074921e-06,0.5774042,0.2549715,0.75289893,1.5874144,0.010363245,0.2449063,0.36786047,3.2276874,1.7695075,0.034990106,0.037970494,0.28736424,0.110920794,0.027845744,0.047559123
144,1.4855187,1.0833281,1.3323978,0.08229746,0.05838456,1.3938303,0.037930135,3.524775e-05,0.7555705,0.21562842,1.5414013,2.0836267,0.0066343,0.45211148,0.2840595,1.7150614,0.8656972,0.028026663,4.0343652e-06,0.457135,0.035675406,0.07159487,0.08189857
145,2.0933297,1.1781474,1.5286319,0.064282656,3.6111743e-07,0.510391,0.023324788,0.00091208826,0.41433346,0.50087196,2.2152624,1.5383914,0.007161083,0.18820484,0.35828033,1.9978776,0.93331856,0.07651795,0.023813836,0.3287661,0.098504685,0.07888785,0.10322728
146,1.1424628,0.84170353,0.7968586,0.1419226,1.3002151e-06,0.82941246,0.043638706,2.2772234e-05,0.22378957,0.11788977,1.4295932,1.338212,1.5196571e-06,0.21489093,0.26898864,0.53892165,0.56768346,0.028106302,0.005842619,0.25026333,0.0589568,0.09013086,0.023890208
147,1.2741361,0.7714303,1.0150452,0.09382181,1.9644322e-06,0.79784554,0.034475747,9.8556754e-08,0.7286338,0.32392123,1.4304373,1.5691755,0.032684363,0.34132922,0.14639246,0.6560447,0.3619797,0.09913229,0.0060496978,0.29072112,0.021263253,0.07277748,0.059065387
148,0.62000436,0.25162938,0.46946415,0.07015599,1.8353718e-07,0.19661619,0.030948821,0.008276898,0.1689418,0.025108758,0.46863326,1.063512,0.0032316952,3.28291e-05,0.1405691,0.41971114,0.09339272,0.016027316,5.5833234e-06,0.08932368,0.014839669,0.047393683,0.033920266
149,0.09256686,0.08379832,0.12311072,0.000450968,1.5823582e-06,0.06065978,0.0039537335,0.008961128,0.11003785,0.01942222,0.26998103,0.027300067,0.0018196382,0.035098538,5.9119768e-05,0.07354596,0.011081748,0.004114736,2.6311596e-05,0.03648531,0.003921179,0.011886304,0.0006013985
150,1.1338906,0.44605494,0.4623157,0.06748233,2.8502484e-07,0.6730597,0.020073174,1.3786685e-06,0.33461732,0.30905852,0.20776361,0.32424197,0.02772501,0.04458414,0.11463171,0.632258,0.44566074,0.04463142,0.09643582,0.44534594,0.046994448,0.15053004,0.027121935
151,0.55336213,0.2600839,0.4290829,0.02252534,3.1246242e-07,0.3523624,0.000935058,0.003351495,0.10755055,0.07974281,0.43268982,0.27804518,0.049473327,0.17886464,0.31205493,0.31061512,0.17510654,0.062846206,2.7203498e-06,0.16277418,0.020045627,0.059277974,0.014187545
152,1.0219703,0.42060262,1.6181045,0.0049496116,2.5907875e-07,1.5251695,0.06299843,0.015014821,0.4481586,0.29155862,1.6051543,0.5836054,0.021778544,0.62690055,0.27470857,1.1516398,1.0692607,0.16549447,0.004129436,0.20187473,0.05403987,0.04281325,0.032467462
153,1.4860458,1.4018216,1.3636858,0.103057265,0.04615255,1.5994391,0.021778535,6.410905e-06,0.2778247,0.18804565,1.9259741,0.8711962,0.012017656,0.5082553,0.19989663,0.58339226,1.8721585,0.37177205,0.01572517,0.17621665,0.021262886,0.055602275,0.07521725
154,1.4060619,0.43389586,1.5554255,0.025307719,3.4661562e-07,1.3356206,0.052296728,1.1662513e-06,1.5328938,0.3467748,2.6153405,0.6702029,0.04238935,0.74720746,0.41727334,0.9769244,0.5594593,0.1325874,0.11687651,0.2992805,0.050596554,0.074096374,0.051455636
155,0.997823,0.99349016,1.4127278,0.009936405,1.0558899e-06,0.8977116,0.014871263,9.608284e-07,1.5230098,0.48274735,0.9889543,0.46547008,0.010149061,0.1769599,0.27745205,0.83091277,0.7456092,0.009186078,0.13038081,0.19975254,0.012173036,0.059244446,0.047429882
156,0.85638857,0.7636355,1.1573875,0.068349354,2.151772e-07,0.62634856,0.062407736,0.012088984,1.698694,0.40752268,1.0318688,0.48575586,0.010651796,0.5992001,0.37138596,0.5836858,0.5905896,0.030417623,0.0010826328,0.09978671,0.040555134,0.038852878,0.033588875
157,0.6305852,0.544345,0.9383622,0.05923973,3.2584995e-07,1.2981082,0.0056010806,4.833447e-07,0.08733965,0.45431525,0.8644465,0.10818829,0.001362545,0.08989892,0.30216023,0.4078126,0.29818407,0.02793637,0.0012649149,0.22514118,8.325452e-06,0.040705588,0.022313261
158,0.9467469,0.38410583,0.7278984,0.08719885,2.8288045e-07,0.5570998,0.02946649,0.00042237007,0.3393703,0.26743582,0.6505157,0.23615977,0.0056614024,0.40066645,0.55644435,0.38520604,0.83226705,0.02325116,0.045472577,0.2956837,3.6534617e-05,0.03676184,0.0041640056
159,1.2479117,0.9523264,1.2964106,0.036817703,1.2686534e-06,0.863305,0.03187763,1.0011902e-07,0.29785132,0.3604899,0.97455233,0.55417144,0.07929073,0.06910584,0.62726843,0.5356697,1.0570991,0.021495895,0.027161773,0.32483822,0.034461357,0.06156584,0.07902079
160,1.9708468,0.8516331,1.3443536,0.035023384,1.6481123e-07,1.3298634,0.055125915,0.032224327,0.9224588,0.25266692,1.9959123,0.69442534,0.008974393,0.18962996,0.22487721,0.66712,1.6296836,0.058803607,0.037442382,0.22590044,0.13882522,0.080828935,0.016368588
161,0.8488943,0.5253359,1.4779305,0.014612454,4.29592e-07,0.7764133,0.09225296,2.041798e-05,0.23769748,0.18790613,1.487405,0.17393209,0.0070638238,0.5057864,0.40447563,1.8713266,1.444107,0.012089876,0.009627796,0.27543145,0.060073398,0.04013512,0.042557985
162,0.8010876,0.76787597,0.9384997,0.009929016,2.0678802e-07,0.73697793,0.022934714,0.014771189,0.26290354,0.2573313,1.1791458,1.0093229,0.006414339,0.04220488,0.27889708,1.3231026,0.73120993,0.035929687,0.012552139,0.3284705,0.042993978,0.056722697,0.035601813
163,1.255408,0.63466287,1.1218754,0.021243453,5.578479e-07,1.2037288,0.050714113,3.4729112e-07,0.8134155,0.29974753,1.4330518,1.2947537,0.013240181,0.24528445,0.09496359,1.7426698,0.4723698,0.025344875,0.067315504,0.34263647,0.015101507,0.06253326,0.048441157
164,1.3521458,0.49173766,0.8764413,0.04719742,0.00097248674,0.47807494,0.0012453716,8.881752e-06,0.6310966,0.2788981,1.561416,1.8979008,0.025387425,0.3078505,0.15483603,0.94614744,0.2375297,0.048661515,0.029776927,0.2902232,0.026257297,0.052087802,0.013894986
165,1.4691553,0.6954522,1.26512,0.10879992,3.258977e-07,0.78380406,0.040542033,0.0012393445,1.2425044,0.26119292,1.2892445,1.8733952,0.00877706,0.40340012,0.12697202,0.91310656,0.288121,0.056024365,0.1275455,0.18174052,0.031234944,0.07108284,0.08913972
166,0.993605,0.48350707,0.44158947,0.0023287216,2.1944277e-07,0.92415833,0.03389813,0.020841945,0.7014233,0.14939538,0.8231572,1.3783195,0.0013469914,0.4031623,0.016634213,0.585421,0.47246513,0.015736753,0.07422128,0.15916657,0.05267784,0.036162272,0.0358148
167,0.8279153,0.68713534,0.8892877,0.05951646,0.0010308312,0.4026474,0.01676191,0.00096798775,0.18532215,0.14023484,1.2649095,1.5854566,0.004348262,0.15816051,0.058068592,0.3946425,0.30188802,0.042378094,1.3667234e-06,0.14550716,0.06844386,0.09123409,0.057127725
168,0.88245356,0.42959622,0.44053584,0.06624949,9.290551e-07,0.15551057,0.04478091,0.023256272,0.07499785,0.07552446,0.6328399,0.31138766,0.0029930677,6.2975385e-05,3.123041e-05,0.3147769,0.25039643,0.0073184865,0.06473132,0.11246675,0.06663891,0.03177548,0.0023838233
169,1.2813163,1.1138171,1.1361449,0.013054928,1.6969405e-07,1.4238406,0.018285774,0.0002075358,0.516676,0.29075032,0.9860297,0.38100234,0.015321484,0.42757395,0.24309161,0.19599196,0.7043505,0.043480802,1.1521936e-06,0.3292505,0.21884109,0.312684,0.024489606
170,0.9793022,0.6447333,0.806563,0.058216,5.032472e-07,0.53565764,4.128478e-06,0.0016335419,0.21500406,3.0097555e-05,0.63104266,0.03949396,0.0020769872,0.32788643,0.088685416,0.7054113,0.32113498,0.06845527,0.014994386,0.21974123,0.030621223,0.04974836,0.0152440695
171,0.72926635,0.42193902,0.777441,0.0044940985,2.887945e-07,0.778981,0.047430176,3.234383e-07,0.17024969,0.034594975,0.7035587,0.32399592,0.007016385,0.79846793,0.023833634,0.16563262,0.4866943,0.09312963,2.5572765e-06,0.12515399,2.383593e-05,0.00957689,0.013108388
172,0.31441396,0.21666977,0.63947576,0.011924376,2.2644869e-07,0.4734401,2.6746714e-06,1.2373462e-06,0.1942,4.277793e-05,0.94235957,0.074331746,0.0012940548,0.25979865,0.013111074,0.1239645,0.26403844,0.091748394,0.05848016,0.075108476,0.014144862,0.039785013,0.019235207
173,1.0975949,0.3068668,1.1137528,0.001794114,2.0343913e-07,0.32723013,0.006019654,6.450508e-07,0.7534592,0.34922746,1.2788498,0.08596762,0.02295088,0.36591816,0.010973652,0.59513855,0.19617954,0.026231011,0.020222576,0.13141388,0.004222783,0.08027468,0.060643826
174,0.6830015,0.43981305,0.46756527,0.00995979,5.196082e-07,0.36037704,0.016643872,6.170192e-07,0.8358057,0.11064803,0.9625097,0.12458529,0.0036407334,0.43600184,0.24647331,0.36739457,0.53610814,0.011560959,0.020976083,0.14215904,0.03929465,0.025281655,0.02793115
175,0.6524257,0.40005612,0.5006206,0.04045641,0.04916683,0.4537995,0.009208543,6.1661194e-07,0.595835,0.27073473,1.3237671,0.2326895,0.0020809206,0.12480309,0.06960745,0.44572657,0.32362774,0.013820826,0.0030381784,0.2102263,0.01734301,0.04526648,0.03368363
176,0.3803009,0.14670418,0.33052036,0.018383494,9.714828e-07,0.86615366,0.005450566,4.5142713e-07,0.3756973,0.10959532,0.093232445,0.12938428,7.906714e-05,0.047480706,3.3036213e-05,0.054986488,0.28420427,0.009659063,0.07260056,0.04312373,0.008289508,0.034797568,0.021052824
177,0.39880574,0.22796834,0.2174712,0.09164824,1.4486617e-06,0.14787915,1.8069461e-06,3.1341116e-07,0.2321941,0.02765637,0.48652935,0.09244783,0.0039669354,0.45167825,0.10823771,0.04913693,0.33757648,0.008043174,2.776045e-06,0.046172265,0.04585955,0.0055403984,0.016998043
178,0.5287092,0.5274974,1.3010396,0.02285015,1.0428157e-06,0.39181763,0.002792357,0.023783656,0.11185906,0.098687634,0.62968975,0.1545095,0.002228266,0.20169029,0.08719955,0.3224501,0.2596814,0.008783897,0.006226496,0.12925619,2.688834e-05,0.028534442,0.01609995
179,0.8307222,0.45162654,1.5242856,0.008020858,5.311786e-07,0.37003875,2.2257295e-06,4.883706e-07,0.49302667,0.26208612,0.91783786,0.26646844,0.016276555,4.4722816e-05,0.028041635,0.53569794,0.80866474,0.009214282,2.7998994e-06,0.12685513,0.06855025,0.072843865,0.02061514
180,0.59978974,0.102761365,0.56564504,0.020113561,0.025789244,0.4796697,0.0046208478,0.0039710794,0.22429135,0.065213226,1.0702899,0.3040536,0.045488533,0.054097667,0.091970235,0.9505864,1.0346475,0.028930886,0.006935943,0.1729936,0.044750527,0.051748745,0.027100755
