,Astro,Endo,ExcitatoryL2and3,ExcitatoryL4,ExcitatoryL5,ExcitatoryL6,Micro,Olig,OtherEndo,OtherExcitatory,OtherInhibitory,Pvalb,Smc,Sst,VLMC,Vip
0,0.0,0.003236542127208807,0.03324855950595737,0.2278782178091508,0.19923380926229745,0.008699959776280193,0.0,0.013592243796270788,0.0,0.0,0.0,0.16428917510276286,0.0,0.22483794805595378,0.0,0.12498354456411791
1,0.8361414515514555,0.0,0.0,0.02875772092913812,0.08550008164977406,0.0006154309384174739,0.0,0.022880352572454913,0.012797973925769809,0.0,0.0,0.0057135096406222535,0.0,0.007339589999818915,0.0,0.00025388879254912016
2,0.0,0.0,0.0,0.0,0.08505094989639155,0.0009403376866633343,0.0,0.8647096879889153,0.01376705022446489,0.0,0.009261265294255644,0.0035245598686857275,0.0035928553213751577,0.008410416866520816,0.010742876852727493,0.0
3,0.6586733813205669,0.0,0.0,0.02785597509636739,0.07814007647316298,0.0023450656751667696,0.0,0.04126578798068109,0.009051405034870449,0.0,0.10523732001160899,0.030703768142967394,0.0,0.009306934569873427,0.0,0.03742028569473469
4,0.0,0.0,0.0,0.04774325650397849,0.007981576868811716,0.929252606089406,0.0,0.0,0.0,0.0,0.013203300598604296,0.0008270575990354748,0.0,0.0008149426458863848,0.0,0.00017725969427757397
5,0.04369430141008346,0.0,0.0029685317667886672,0.0,0.0,0.939589154915261,0.0,0.0,0.0,0.0,0.007772043496374273,0.0,0.0,0.005919299358956734,0.0,5.666905253576925e-05
6,0.0,0.0,0.006614960402781411,0.0,0.053316528406879775,0.863085201345104,0.0,0.045359880762310505,0.0029347718809671105,0.0,0.00098155401383142,0.017349847888937803,0.0,0.010357255299188102,0.0,0.0
7,0.0,0.0,0.0,0.0272228577598986,0.26123813167973037,0.23489799008051074,0.0,0.0,0.0239393072512177,0.0,0.0,0.0123721933046014,0.00358696330054766,0.0269256657695278,0.0107517270318267,0.39906516382213897
8,0.0,0.0,0.0404862870252722,0.0,0.3349288809300629,0.0019269132337846801,0.0,0.0,0.0,0.0,0.0938038146289316,0.282453609015565,0.0,0.23770108384091101,0.0,0.00869941132547258
9,0.14667776001726485,0.0,0.0,0.0,0.789690799707653,0.003734992536915856,0.0,0.0,0.023113240863798276,0.0,0.0,0.0022663354479461975,0.0032601394771961663,0.011097523106167888,0.009762633999915568,0.010396574843142287
10,0.11235524446095407,0.01890626621537541,0.0,0.011919446280321306,0.8552551454520414,0.0,0.0,0.0,0.00026461031856113014,0.0,0.0,0.0004103182251115032,0.0,0.0008889690476351675,0.0,0.0
11,0.0,0.0,0.0,0.46999019929681873,0.27932031524006906,0.10143841092877995,0.0,0.0,0.0051272794081777375,0.0,0.0,0.011924078945117695,0.0,0.13219971618103693,0.0,0.0
12,0.0005955129721181968,0.0,0.0,0.9755876260567447,0.0101404642899242,0.0,0.0,0.0,0.0006940755236461337,0.0,0.0,0.0,0.0,0.012982321157566895,0.0,0.0
13,0.0,0.0,0.00740587737127892,0.81643896101179,0.0455771190204432,0.0620183021465575,0.0,0.0,0.00819460476305553,0.0,0.0343699967229803,0.0,0.0,0.0137506172781265,0.0,0.012244521685768001
14,0.07617379218009067,0.0,0.00042780900299775875,0.056152376360375275,0.007984253831281247,0.0,0.0,0.015153564632244394,0.0006176606173964147,0.0,0.0,0.008251560155247467,0.0,0.8352389832203668,0.0,0.0
15,0.0,0.0,0.6435321147255074,0.0,0.08057564685721365,0.18372964441806255,0.0,0.0,0.013751274361208007,0.0,0.0,0.06857840466667015,0.0,0.009832914971338196,0.0,0.0
16,0.04674764190641001,0.0,0.10484553166812302,0.0,0.0,0.8244289267921905,0.0,0.0,0.0,0.0,0.00039345642375224004,0.013687302288778801,0.0,0.009897140920745472,0.0,0.0
17,0.009847051880417701,0.008239219754362467,0.024260127288926025,0.0003020274496270623,0.13359308710688964,0.03265456141274643,0.0,0.0,0.0,0.0,0.6442656270884537,0.0,0.0,0.0034010627728398336,0.0,0.14343723524573715
18,0.07172127566257934,0.0,0.0008129843010645945,0.11144575763846606,0.0,0.008389390330435875,0.5826102347918813,0.0,0.0,0.0,0.0010503007925804406,0.0,0.0,0.04590072165715943,0.03004518335385792,0.1480241514719751
19,0.015661996195266998,0.0,0.0,0.06475211980281909,0.007919847355522109,0.0010120745951411698,0.0,0.007111138813524228,0.0,0.0,0.0,0.003741284983937589,0.0,0.0,0.0,0.8998015382537888
20,0.8668324828272165,0.0,0.0,0.0,0.053500204569241365,0.0,0.0,0.015302434440473987,0.007389365562458524,0.0,0.0,0.0,0.0,0.03854098797787707,0.0,0.018434524622732585
21,0.013182671410665796,0.0,0.0,0.0,0.10790046928985887,0.0,0.0,0.7833572595061388,0.03451695016331209,0.0,0.0,0.0,0.008331099855998718,0.027870863400463894,0.024840686373561793,0.0
22,0.028728581824062294,0.0,0.0,0.0,0.5080633418326111,0.0015686607342717995,0.0,0.4213717295740629,0.013108789601730696,0.0,0.0,0.005879818929939608,0.00438052722573806,0.0037866542177209593,0.013111896059862696,0.0
23,0.0015749820107253294,2.519405031961199e-05,0.0,0.0,0.0,0.9969382474815769,0.0,0.0,0.0,0.0,0.00024615131459164186,0.0012154251427865096,0.0,0.0,0.0,0.0
24,0.00120844057567339,0.0,0.022687567370929296,0.0015336723336506694,0.019241456780337098,0.028884345815949192,0.0,0.0,0.0021755369873211797,0.0,0.021709018443727926,0.032782741786253296,0.0,0.018368143828219097,0.0,0.8514090760779389
25,0.0,0.0,0.0,0.0740437154928865,0.01739482610905312,0.9006870311189238,0.0,0.0,1.8514008828871498e-05,0.0,0.0,0.0,0.0,0.000857677924873167,0.0,0.00699823534543465
26,0.0,0.0,0.1583351432281791,0.0,0.07079442707436248,0.7332009953176924,0.0,0.0,0.010472266890764106,0.0,0.011520509787020818,0.0,0.0,0.01558387784824491,0.0,9.277985373609965e-05
27,0.0,0.0,0.00021502439428834608,0.0,0.9104997529625918,0.07269744172214793,0.0,0.0,0.0014994223313345904,0.0,0.00021502439428834608,0.0017441805566723507,0.0,0.010382886279225203,0.0,0.002746267359451501
28,0.0145946444353946,0.0,0.0,0.00465483929017695,0.0921637104502051,0.07854599995909389,0.0,0.22012176090845,0.00378998171202838,0.0,0.0,0.0,0.0,0.5861290632446511,0.0,0.0
29,0.012707006757007096,0.6208605233547049,0.037721875007359594,0.013432081127421296,0.20088243096259656,0.0016938470503828397,0.0,0.0,0.0,0.0,0.030039541790768492,0.014885871651079996,0.0,0.0006719362694758599,0.0,0.06710488602920339
30,0.0187900345295097,0.87913524379122,0.0,0.00535105696555894,0.09106059448541359,0.0,3.8038580984086894e-05,0.0,0.0028159357141911,0.0,0.0,0.00211349568799686,0.0,0.0,0.00024248876052132402,0.000453111484604399
31,0.03340598308476849,0.8813290153074578,0.026379708428587594,0.0,0.022249745129813096,0.0,0.0,0.0034940958563035793,0.0032189658785011293,0.0,0.0034046868931695094,0.0,0.0,0.018864938659282997,0.0,0.007652860762115678
32,0.0005930304119772066,0.8572657547488565,0.022440328606450087,0.0068345016579491455,0.03553228982079428,0.0,0.0,0.0,0.007640367347207035,0.0,0.0,0.021315785334845187,0.0025514066725844083,0.0,0.007641681566628735,0.03818485383270727
33,0.3121281686679619,0.14643627593152994,0.3046202085500439,0.14776649573636294,0.048785510372454675,0.015817584555228494,0.0,0.013197732411025594,0.0,0.0,0.011248023775392595,0.0,0.0,0.0,0.0,0.0
34,0.03576832934724181,0.0013898789409145808,0.7844596536412234,0.012774065194162505,0.0,0.12976942962517887,0.0,0.0,0.0,0.0,0.010797333361037706,0.0008145384200895503,0.0,0.0,0.0,0.02422677147015151
35,0.0,0.029854382320952354,0.0,0.0,0.014976244620723366,0.2783789700994965,0.13800157510823224,0.11382541539157522,0.0,0.0,0.00020962082367625339,0.42468391491409574,0.0,0.0,0.0,6.987672124841782e-05
36,0.045530806127848704,0.07606303418436071,0.0,0.010555157334808201,0.0056513398505553805,0.017488731998424205,0.718746105584566,0.042778389498818015,0.0,0.0,0.0,0.022022045299066904,0.0,0.015419334067281203,0.045009762484113404,0.0007352935701572992
37,0.05080672999410458,0.0008311231853164676,0.0,0.0,0.014754704957381693,0.11324444478503379,0.0,0.0,0.0,0.0,0.6947562796623346,0.030497354061242887,0.0,0.0,0.0,0.09510936335458595
38,0.0,0.0,0.004214481601009199,0.019570093122789397,0.06256205148762219,0.06395436551943189,0.0,0.0,0.0,0.005614436991508729,0.0021838671474818596,0.16466301579155096,0.0,0.12999623346160197,0.0,0.5472414548770038
39,0.0,0.0,0.0,0.003476694378465338,0.30623193947945776,0.002710952915575538,0.0,0.37373466960300983,0.03367919401455198,0.0,0.07061526676452506,0.02966443240742168,0.0,0.1798868504369929,0.0,0.0
40,0.053985725009163515,0.0,0.0,0.0,0.07926742343288122,0.003710758478229161,0.0,0.7289139740295582,0.03665517959907101,0.0,0.012146887405461104,0.03444567199612251,0.012275253009838904,0.0019278622931866902,0.036671264746487804,0.0
41,0.025726957429880123,0.0,0.0,0.0,0.17891434988009258,0.0007405353646052226,0.0,0.2629146285185762,0.22610503775138022,0.0,0.0,0.0027761562956638026,0.07572864561303137,0.013124634212164213,0.21396905493460622,0.0
42,0.04098125574001023,0.0,0.0,0.17141114141828112,0.011147870925443707,0.7533916740249552,0.0,0.007743611934526235,0.0,0.0,0.010894100186261507,0.0,0.0,0.004430345770522163,0.0,0.0
43,0.0,0.0,0.0,0.010158730522150201,0.04046854897314921,0.8019665652723351,0.0,0.0,0.0,0.0,0.0,0.12602755960141102,0.0,0.0,0.0,0.021378595630954404
44,0.04732749967441679,0.0,0.0,0.0,0.010360358687063897,0.003370469387465249,0.0,0.0,0.0005659575812184139,0.0,0.006960317138280948,0.9238615692422798,0.0,0.006624493901307328,0.0,0.0009293343879676697
45,0.5146474565115566,0.001300984154524319,0.0038986273659961067,0.02145339390138038,0.1048450310756692,0.10510816254063665,0.0,0.0,0.013575952272451888,0.0,0.0,0.06625481559533494,0.0,0.16891557658244988,0.0,0.0
46,0.27930932596456304,0.0,0.0029124153072704606,0.021130643893345503,0.6255075804987246,0.010168505990846101,0.0,0.0,0.00016991906069301302,0.0,0.0029124153072704606,0.0,0.0,0.047887451527307216,0.0,0.010001742449979601
47,0.020364507465721705,0.0,0.0,0.0,0.19693643861844642,0.016805055975664205,0.0,0.0,0.0,0.0,0.75373533579818,0.0,0.0,0.0076905698911434416,0.0,0.0044680922508442715
