F1S4_180129_311_H01	Inhibitory Pvalb
F1S4_180129_312_A01	Inhibitory Sst
F1S4_180129_312_B01	Inhibitory Sst
F1S4_180129_312_C01	Inhibitory Pvalb
F1S4_180129_312_D01	Inhibitory Sst
F1S4_180129_312_E01	Inhibitory Sst
F1S4_180129_312_F01	Inhibitory Pvalb
F1S4_180129_312_G01	Inhibitory Sst
F1S4_180129_312_H01	Inhibitory Pvalb
F1S4_180129_313_A01	Inhibitory Pvalb
F1S4_180129_313_B01	Inhibitory Pvalb
F1S4_180129_313_C01	Inhibitory Pvalb
F1S4_180129_313_D01	Inhibitory Pvalb
F1S4_180129_313_E01	Inhibitory Pvalb
F1S4_180129_313_F01	Inhibitory Sst
F1S4_180129_313_G01	Inhibitory Pvalb
F1S4_180129_313_H01	Inhibitory Sst
F1S4_180129_314_A01	Inhibitory Pvalb
F1S4_180129_314_B01	Inhibitory Pvalb
F1S4_180129_314_C01	Inhibitory Pvalb
F1S4_180129_314_D01	Inhibitory Pvalb
F1S4_180129_314_E01	Inhibitory Sst
F1S4_180129_314_F01	Inhibitory Pvalb
F1S4_180129_314_G01	Inhibitory Pvalb
F1S4_180129_314_H01	Inhibitory Pvalb
F1S4_180129_315_A01	Inhibitory Sst
F1S4_180129_315_B01	Inhibitory Pvalb
F1S4_180129_315_C01	Inhibitory Sst
F1S4_180129_315_D01	Inhibitory Pvalb
F1S4_180129_315_E01	Inhibitory Pvalb
F1S4_180129_315_F01	Inhibitory Sst
F1S4_180129_315_G01	Inhibitory Sst
F1S4_180129_315_H01	Inhibitory Sst
F1S4_180129_316_A01	Inhibitory Sst
F1S4_180129_316_B01	Inhibitory Sst
F1S4_180129_316_C01	Inhibitory Pvalb
F1S4_180129_316_D01	Inhibitory Pvalb
F1S4_180129_316_E01	Inhibitory Pvalb
F1S4_180129_316_F01	Inhibitory Pvalb
F1S4_180129_316_G01	Inhibitory Pvalb
F1S4_180129_316_H01	Inhibitory Pvalb
F1S4_180130_309_A01	Inhibitory Pvalb
F1S4_180130_309_B01	Inhibitory Vip
F1S4_180130_309_C01	Inhibitory Vip
F1S4_180130_309_D01	Inhibitory Vip
F1S4_180130_309_E01	Inhibitory Sst
F1S4_180130_309_F01	Inhibitory Vip
F1S4_180130_309_G01	Inhibitory Other
F1S4_180130_309_H01	Inhibitory Vip
F1S4_180130_310_A01	Inhibitory Vip
F1S4_180130_310_B01	Inhibitory Other
F1S4_180130_310_C01	Inhibitory Other
F1S4_180130_310_D01	Inhibitory Other
F1S4_180130_310_E01	Inhibitory Other
F1S4_180130_310_F01	Inhibitory Pvalb
F1S4_180130_310_G01	Inhibitory Pvalb
F1S4_180130_310_H01	Inhibitory Pvalb
F1S4_180130_311_A01	Inhibitory Pvalb
F1S4_180130_311_B01	Inhibitory Sst
F1S4_180130_311_C01	Inhibitory Sst
F1S4_180130_311_D01	Inhibitory Vip
F1S4_180130_311_E01	Inhibitory Other
F1S4_180130_311_F01	Inhibitory Other
F1S4_180130_311_G01	Inhibitory Other
F1S4_180130_311_H01	Inhibitory Other
F1S4_180130_330_A01	Inhibitory Other
F1S4_180130_330_B01	Inhibitory Other
F1S4_180130_330_C01	Inhibitory Other
F1S4_180130_330_D01	Inhibitory Other
F1S4_180130_330_E01	Inhibitory Other
F1S4_180130_330_F01	Inhibitory Vip
F1S4_180130_330_G01	Inhibitory Vip
F1S4_180130_330_H01	Inhibitory Other
F1S4_180130_331_A01	Inhibitory Other
F1S4_180130_331_B01	Inhibitory Vip
F1S4_180130_331_C01	Inhibitory Sst
F1S4_180130_331_D01	Inhibitory Pvalb
F1S4_180130_331_E01	Inhibitory Sst
F1S4_180130_331_F01	Inhibitory Vip
F1S4_180130_331_G01	Inhibitory Other
F1S4_180130_331_H01	Inhibitory Other
F1S4_180130_332_A01	Inhibitory Other
F1S4_180130_332_B01	Inhibitory Sst
F1S4_180130_332_C01	Inhibitory Other
F1S4_180130_332_D01	Inhibitory Other
F1S4_180130_332_E01	Inhibitory Sst
F1S4_180130_332_F01	Inhibitory Vip
F1S4_180130_332_G01	Inhibitory Other
F1S4_180130_332_H01	Inhibitory Vip
F1S4_180130_333_A01	Excitatory L6
F1S4_180130_333_B01	Excitatory L6
F1S4_180130_333_C01	Excitatory L6
F1S4_180130_333_D01	Excitatory L6
F1S4_180130_333_E01	Excitatory L5
F1S4_180130_333_F01	Excitatory L6
F1S4_180130_333_G01	Inhibitory Sst
F1S4_180130_333_H01	Excitatory L6
F1S4_180130_334_A01	Excitatory L6
F1S4_180130_334_B01	Inhibitory Sst
F1S4_180130_334_C01	Inhibitory Sst
F1S4_180130_334_E01	Excitatory L6
F1S4_180130_334_F01	Excitatory L6
F1S4_180130_334_G01	Excitatory L6
F1S4_180130_334_H01	Inhibitory Sst
F1S4_180130_335_A01	Excitatory L6
