	PCC	SSIM	JS	RMSE
aay	-0.3894341163649068	-0.2152938931588929	0.39346926647077546	1.6669937710530935
Ama	0.012589795023878666	0.00857077071287478	0.19996255058496404	1.4052830355313632
Ance	0.5094892896565721	0.2587016332730999	0.4535372415708237	0.99046525465907
Antp	-0.028907689594859225	-0.007298384277366974	0.5085110585259709	1.434508758840363
apt	0.4556471997995391	0.2751361260079884	0.323454163232516	1.0434105617641225
Blimp-1	0.39889083633947336	0.20591999715982	0.2666767885323673	1.0964571707645736
bmm	0.6082780444294498	0.3793452799830399	0.26188792776232783	0.8851236699699654
bowl	0.5210807473955377	0.2390549315068443	0.402935478994249	0.9786922423361316
brk	0.26814027538817164	0.16049563820838614	0.20856299342304407	1.2098427373934422
Btk29A	0.1951880214608666	0.0911591670034263	0.18765223594693248	1.2687095637214478
bun	0.187127778627854	0.10645674708109328	0.39837388437591936	1.2750468394315135
cad	-0.029411813551156036	-0.0027686088012126467	0.6206568913442234	1.4348601420007152
CenG1A	0.3681061313451879	0.08624825037708538	0.5479444278443796	1.1241831422457926
CG10479	0.5586883745005261	0.3417836054409372	0.28594237299296565	0.9394803090001131
CG11208	0.6415754818045383	0.4042438214312003	0.3099954392002089	0.8466693784417408
CG14427	-0.1605335790825781	-0.05827999228697619	0.11186910654659776	1.5235048927276724
CG17724	0.6943608779582365	0.3633922488109553	0.3823521682452587	0.7818428512709745
CG17786	0.3718524760346234	0.11132871021962217	0.5191128047886615	1.120845684262893
CG43394	0.25064480138608114	0.10964458907418363	0.12120131660413895	1.2242182800578651
CG8147	-0.4914916688291224	-0.1710021606643895	0.21850759930303346	1.7271315345561395
cnc	0.6622212723836458	0.3404063684908139	0.4494012329048959	0.8219230226929457
croc	0.49183372044852	0.16575788893110754	0.4859329920631961	1.0081332050393736
Cyp310a1	0.3668306546766915	0.23042921987467746	0.3695294050917525	1.1253171511385651
D	-0.10122592807585423	-0.06522501874764977	0.4122449033283008	1.4840659878023312
dan	0.12306696196105132	0.0627685445028188	0.0991722696182946	1.3243360887923796
danr	0.1143916486626556	0.057216454066531024	0.09518380242672857	1.3308706558770802
Dfd	0.1272756718102741	0.05849672545825254	0.5365010169482893	1.3211542893922164
disco	0.01966882464501909	0.011089329724513585	0.535170616598971	1.4002365338434652
Doc2	0.40131122029939625	0.2231178049261329	0.3506307628864235	1.0942474854443154
Doc3	0.4098159729754992	0.2369695140006165	0.3739023034155225	1.0864474465196194
dpn	-0.24669241375057896	-0.10652537185016944	0.2795714853370004	1.579045543200435
edl	0.3993177500530004	0.12521160087563732	0.5345318436901498	1.0960677442083584
ems	0.2731989437278623	0.1019363131907338	0.4995897591311088	1.2056542259471723
erm	0.3782764501952053	0.0916224776901173	0.5582760935471334	1.115099591789715
Esp	-0.2442707806799027	-0.1307946905910487	0.4853299553584625	1.5775111921504092
E(spl)m5-HLH	0.11765310966960375	0.05280795310526197	0.4925678987033536	1.3284177733908835
eve	-0.2658571814724331	-0.14736359679814268	0.3355067283779519	1.5911361861716509
exex	-0.09392159836201257	-0.005050270236707542	0.6235535688958256	1.4791359628932106
fj	-0.16040457892228285	-0.09501479789820096	0.4286230054839918	1.5234202170919766
fkh	0.3928598501804803	0.21128146176715604	0.43483929730826376	1.1019438731800448
ftz	-0.1929155502011388	-0.08838493947240106	0.2841910589000272	1.5446135764009965
gk	-0.11748478866651392	-0.039861986357906526	0.3868300728170168	1.4949814638760668
gt	0.248750904280734	0.13506755036499166	0.3285015912562999	1.2257643294852938
h	0.1072615713674149	0.03266774507965938	0.2652326770559997	1.336217369017919
hb	-0.02132700132736557	-0.006527501088509767	0.34462410217192296	1.4292144704888523
hkb	0.5172419859152684	0.23502266806682495	0.4462665966822848	0.9826067515387136
htl	0.4246674607425872	0.2882866801543797	0.3592929992535497	1.0726905791116217
Ilp4	0.4894614577258775	0.2402961517333517	0.248934898444805	1.010483589450242
ImpE2	0.5253481742154644	0.2097213683899144	0.4238365148944182	0.9743221497888012
ImpL2	0.26915664499457165	0.1523666640097533	0.12387474237789263	1.2090023614579322
ken	-0.08753052947110931	-0.02339793952750969	0.5780341323557936	1.4748088211501238
kni	0.3157109978748568	0.1775054058459958	0.2815282854481086	1.169862386885862
knrl	0.7350796211440807	0.33921928800926426	0.41879919337032623	0.7279016126591829
