,RCTD,Cell2location,Tangram,Seurat,Stereoscope,SPOTlight,SpatialDWLS,DestVI,STRIDE,DSTG,dataset
Inh_L3_6_PAX6_LINC01497,0.02903785940649835,0.02148425393225978,0.021299207153524742,0.02903785940649835,0.026657243431059366,0.028860413371621603,0.018102945857069536,0.026439991759787985,0.028764691982878843,0.028956235882936863,1_r
Inh_L3_6_VIP_UG0898H09,0.028959438264762716,0.02515483937736514,0.045038670983230465,0.0287603462714844,0.026784568374384355,0.02785821038301379,0.029815205758960298,0.02319811685927982,0.028698127007874125,0.02888036472222871,1_r
Inh_L3_6_VIP_ZIM2_AS1,0.027376293599520835,0.015786179532031736,0.019228254849004554,0.027376293599520835,0.015199346378798781,0.02401062185377668,0.017290185733190692,0.01686880195899584,0.02697000097166964,0.027263743634830053,1_r
Inh_L3_PVALB_SAMD13,0.03868324955001736,0.05166176520243712,0.046192832080916575,0.06302407488762121,0.054488578802088364,0.0566131432592248,0.06517708415384338,0.05046189159520857,0.06168114352878615,0.06509315396990324,1_r
Inh_L5_6_LAMP5_CRABP1,0.03425017548094128,0.044922666540088974,0.04138385981443651,0.06860597859172907,0.030357014370604847,0.055782421868280654,0.054658556506661356,0.043110851011669955,0.06267446642768554,0.07061095569583557,1_r
Inh_L5_6_PVALB_FAM150B,0.012768897630087366,0.013259835339502516,0.03322164449614008,0.014835645313975599,0.013414475954076441,0.014335706063978049,0.014835645313975599,0.016858270401036005,0.017804099408496643,0.014822954471954258,1_r
Inh_L5_6_PVALB_GAPDHP60,0.016366320879955445,0.020425544167662697,0.032301927682409866,0.025376026663464894,0.015950719826254234,0.024071134387824697,0.025783007925484096,0.021849953274455547,0.025652215125517807,0.02571961967905298,1_r
Inh_L5_6_PVALB_KCNIP2,0.024220067166258238,0.019101734656961616,0.027307708825760644,0.024220067166258238,0.022075586538507004,0.023556882166818262,0.017573071804963262,0.022321748178869824,0.025973834431928706,0.024121080511657997,1_r
Inh_L5_6_PVALB_MEPE,0.02856783908147461,0.029650054274301015,0.03332786533521945,0.03471566607634961,0.03143653404615578,0.03207541003309559,0.034501040816650834,0.032556143661960246,0.03422215685291633,0.03428041421935872,1_r
Inh_L5_6_PVALB_SST_CRHR2,0.018633697701179213,0.021658576538203213,0.030382684954096836,0.04112607508216599,0.022049295292873385,0.025644742356318917,0.03020730548662964,0.022141026500414832,0.02944503850306046,0.030012510920043613,1_r
Inh_L5_6_PVALB_ZFPM2_AS1,0.0313304133976443,0.04123359090983013,0.026508881722686863,0.1331883216730663,0.044629295834255324,0.042528114521235796,0.046411212465843635,0.04227654125702351,0.04547020847738809,0.046864513216756644,1_r
Inh_L5_6_SST_BEAN1,0.026093257820864166,0.0243538882267079,0.029748517257573135,0.059216843633826434,0.025236792224098567,0.025457254394760303,0.021204783381337976,0.02518857034287998,0.026362661638977086,0.02599579708380616,1_r
Inh_L5_6_SST_C4orf26,0.011610254648505397,0.009583083817557231,0.03766521033880036,0.011610254648505397,0.012250980641736967,0.011815971457182302,0.011610254648505397,0.01255057737764762,0.013243534619449058,0.011684040808489154,1_r
